,Objname,ObsSMA,ObsEcc,ObsSin(Inc),PropSMA,PropEcc,PropSin(Inc),0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE,RMS_err,Deltas
47,2014 UE241,42.48245752507379,0.1052437124299543,0.08278184465844984,42.48245752507379,0.10523764222995313,0.07878879042139578,[42.48312037  0.0937954   0.07407988],[42.48318789  0.06672952  0.06313037],[42.48191024  0.11613907  0.08461479],[42.48233143  0.10890914  0.07931565],[42.48273338  0.10186266  0.07623161],[42.48238208  0.1100394   0.08728846],[42.48295197  0.09724637  0.07040163],[42.48268225  0.09760256  0.06764251],[42.48156616  0.11698383  0.09412396],[0.00074804 0.03783083 0.01227027],[0.00073036 0.01174618 0.01533517]
48,2013 RX124,39.40237628923874,0.24717224808445382,0.4880536168398338,39.402376289238745,0.2466186373814681,0.48779064402725225,[39.40231668  0.24959117  0.48148611],[39.40237062  0.24636421  0.48197995],[39.40251656  0.23445363  0.48375867],[39.40249341  0.24126368  0.48247398],[39.40231695  0.24476858  0.48193764],[39.40211171  0.23477285  0.48426406],[39.40233345  0.24370189  0.48188511],[39.40245416  0.23843754  0.48259057],[39.40229612  0.23913227  0.48294986],[0.00017695 0.0470819  0.04678985],[ 0.00014027  0.00297254 -0.00352658]
49,2013 RK158,44.60816562332478,0.1268853382537413,0.5682268486540402,44.60816562332477,0.12684267839356428,0.5681417324238077,[44.60792055  0.11407887  0.56646103],[44.60766882  0.11180169  0.56662789],[44.60798708  0.11346624  0.56654592],[44.60842001  0.11286831  0.56656991],[44.60821892  0.11186812  0.56663884],[44.60813268  0.11411962  0.56650119],[44.60842679  0.11144532  0.5666464 ],[44.60836888  0.11343374  0.56651413],[44.60827269  0.11330142  0.5665384 ],[7.41844553e-05 1.25200772e-01 1.42318694e-02],[ 0.00026116 -0.01272305 -0.00149533]
50,2013 RD124,42.913277508680736,0.09346632745052501,0.28513295568654634,42.913277508680736,0.09337377553659593,0.28437925570512507,[42.91149281  0.0938952   0.27517128],[42.91166547  0.09372528  0.27474582],[42.91077609  0.09345663  0.27491218],[42.91343646  0.09374172  0.27489481],[42.91438166  0.09367167  0.27476775],[42.91394121  0.09292563  0.27512363],[42.91309205  0.09287219  0.27486494],[42.91378047  0.09269241  0.27543532],[42.91664122  0.09251241  0.27483964],[0.00029014 0.00087084 0.08465793],[ 0.00336372  0.00052142 -0.00894394]
51,2013 RB156,38.89120913113552,0.11354037300158064,0.6169005845399912,38.89120913113553,0.1135015465887741,0.6167524282761294,[38.8806437   0.11192234  0.61494789],[38.87827507  0.11196838  0.61479847],[38.89005703  0.11261557  0.61505591],[38.88176488  0.11098354  0.61533831],[38.8830113   0.11055422  0.61529675],[38.895161    0.11124259  0.61517392],[38.89652233  0.11277563  0.61530061],[38.89906659  0.11328248  0.61526453],[38.90580442  0.11377248  0.61476462],[0.01057586 0.01239668 0.01483084],[ 0.01459529  0.00027094 -0.00141411]
52,2013 RM109,50.863672383376155,0.2223413531610595,0.27339593818226626,50.86367238337617,0.22227325910857362,0.27252089146038333,[50.86372463  0.13686598  0.27135676],[50.8636918   0.1397875   0.27183379],[50.86373541  0.14044969  0.27198302],[50.8636873   0.14768951  0.27199122],[50.86369807  0.15511592  0.27221615],[50.86365945  0.16697472  0.27273587],[50.86364531  0.18490688  0.27241139],[50.8636908   0.20130921  0.27280224],[50.86356447  0.20657778  0.27462542],[4.57921959e-05 5.20782151e-01 7.32161624e-04],[ 6.30300870e-05 -1.56954826e-02  2.10452464e-03]
53,2013 RL158,40.37331513909044,0.06073891237821239,0.2844310295742596,40.37331513909043,0.056297887721834694,0.2795625704630601,[40.37140371  0.06203563  0.28228292],[40.37100635  0.06319759  0.28051558],[40.3707094   0.05953308  0.28267856],[40.37078306  0.05594384  0.28290424],[40.37029399  0.0541836   0.28097599],[40.37041034  0.05824085  0.28263322],[40.37016788  0.06043606  0.28310993],[40.37719981  0.06003274  0.28123158],[40.38401667  0.06033117  0.28314879],[0.00384503 0.02725357 0.02341767],[0.01070153 0.0068997  0.00358622]
54,2013 RP98,42.962279420510285,0.14119258949887242,0.2494914898310051,42.96227942051031,0.14102538173955803,0.24793832316239248,[42.96316472  0.14083435  0.24742791],[42.96271328  0.14070513  0.24813474],[42.96246934  0.14075942  0.2481999 ],[42.96179092  0.14102665  0.24773637],[42.96177402  0.14057636  0.24713561],[42.96141735  0.14079749  0.2470078 ],[42.96148612  0.1410217   0.24739193],[42.96170962  0.14064309  0.24812721],[42.96251141  0.14070274  0.24828293],[0.001478   0.00216151 0.00200052],[8.85299406e-04 1.26691058e-06 3.44603446e-04]
55,2013 RC156,172.19941663343056,0.7840874612136796,0.5802996983985262,172.19941663343056,0.7839370148067248,0.5608453852265894,[1.73179734e+02 1.04763391e-01 1.45456339e-01],[1.72383148e+02 6.44432790e-02 1.44920017e-01],[1.71450364e+02 4.93534758e-02 1.46896725e-01],[1.71554720e+02 5.49013102e-02 1.47683124e-01],[1.72297796e+02 7.11995277e-02 1.44836029e-01],[1.72360329e+02 4.82941576e-02 1.39888035e-01],[1.71737374e+02 6.77995892e-02 1.50194680e-01],[1.71881827e+02 6.90423049e-02 1.55535302e-01],[1.72332282e+02 7.06830647e-02 1.47762216e-01],[0.61717532 6.45495303 3.724436  ],[ 0.98031689 -0.67917362 -0.40531008]
56,2014 SD403,109.98270873590829,0.6614752684839739,0.448835944832404,109.9827087359083,0.6612333958538907,0.4453636964165855,[110.03611922   0.29627489   0.32294417],[110.03417945   0.30325344   0.32372756],[109.86367703   0.34783059   0.33159608],[109.86597004   0.31466793   0.32029059],[110.03215371   0.24459976   0.30737407],[110.04617658   0.27931184   0.31784726],[110.05290834   0.32251054   0.3243022 ],[110.00138452   0.31703569   0.32407238],[109.92895955   0.36569738   0.33568874],[0.01714983 3.15991851 1.10043023],[ 0.07019961 -0.29553602 -0.10967496]
57,2013 RD156,46.81880786018492,0.07860416122636384,0.5099705168197539,46.81880786018492,0.07858311875433825,0.509571593552034,[46.81878488  0.07834015  0.50256256],[46.81878144  0.07834619  0.5025675 ],[46.81879685  0.07833551  0.50256796],[46.81881938  0.07837191  0.50257916],[46.81882078  0.07829594  0.5025815 ],[46.81881038  0.07836034  0.50257436],[46.81882497  0.07834876  0.50258035],[46.81882546  0.0783638   0.50255597],[46.81881282  0.07830952  0.50256734],[6.21279970e-06 2.17594480e-03 6.30076282e-02],[ 1.75949431e-05 -2.11210602e-04 -6.99009047e-03]
58,2013 RM158,43.668931692312206,0.1125126722402889,0.3121549521474052,43.66893169231222,0.1123603700130768,0.31153955952707135,[43.67473902  0.1006545   0.31264787],[43.67215028  0.09997885  0.31232683],[43.67029391  0.10306186  0.31240449],[43.66887236  0.10541507  0.3136013 ],[43.6721218   0.1090343   0.31395892],[43.66333346  0.11080467  0.31260939],[43.65572576  0.11270152  0.31089833],[43.66565022  0.11990218  0.30844037],[43.67178414  0.12885265  0.30484191],[0.00571428 0.02083775 0.00212663],[0.00580733 0.01649228 0.00241936]
59,2005 PQ21,61.940380498510045,0.3923530409494486,0.13109869046599104,61.94038049851003,0.3921459890736672,0.12947454333015934,[61.94099855  0.38811361  0.13016587],[61.94064623  0.38745571  0.12731827],[61.94016256  0.38697177  0.12533144],[61.93991732  0.38686725  0.12565225],[61.93965936  0.38749285  0.12826469],[61.94054445  0.38821231  0.13087788],[61.94108857  0.38845262  0.1317951 ],[61.94010899  0.38804499  0.13018179],[61.93998298  0.38734135  0.12737445],[0.00031549 0.04036144 0.00830916],[ 0.00070807 -0.00369337  0.00232056]
60,2005 TB190,75.82587434295466,0.39998402670309063,0.43345593750710565,75.82587434295466,0.3998270669342428,0.42987371403909863,[75.97289278  0.34871524  0.39804191],[75.97007473  0.35143203  0.39853805],[75.75519101  0.35548839  0.40065997],[75.68833901  0.35739576  0.40052888],[75.85547484  0.36186207  0.39956105],[75.84298117  0.36105444  0.39979921],[75.68898767  0.35976787  0.399978  ],[75.67332669  0.36054112  0.40090984],[75.85696404  0.36438837  0.40012429],[0.12863715 0.37779831 0.27072223],[ 0.14701844 -0.0354387  -0.02896387]
61,2013 SG102,43.07865973327791,0.018856056716399835,0.155856956929546,43.07865973327793,0.018303362303435714,0.15382896112786118,[4.30786624e+01 1.73038517e-02 1.53465926e-01],[4.30786558e+01 2.11410484e-02 1.54514916e-01],[4.30786560e+01 2.08176315e-02 1.54740482e-01],[4.30786601e+01 1.69726117e-02 1.53994339e-01],[4.30786563e+01 1.39097842e-02 1.53113114e-01],[4.30786627e+01 1.63918466e-02 1.52998391e-01],[4.30786648e+01 2.09723219e-02 1.53718273e-01],[4.30786552e+01 2.11929243e-02 1.54434062e-01],[4.30786636e+01 1.75508299e-02 1.54383221e-01],[6.78521580e-07 1.52258954e-03 9.02074077e-04],[5.09121815e-06 2.88956200e-03 9.11521093e-04]
62,2013 RR109,47.90683018833088,0.06086962407087778,0.09595164004099388,47.90683018833087,0.05838367479940438,0.09354182834242668,[47.90684512  0.05934835  0.09365148],[47.90668441  0.05927483  0.09342132],[47.90686246  0.05819268  0.09336188],[47.9070446   0.05762939  0.09355043],[47.90686961  0.05806145  0.09336788],[47.90664502  0.05902395  0.09355326],[47.90664014  0.05939807  0.09354165],[47.90679783  0.05868623  0.09331029],[47.90692679  0.0578123   0.09354093],[0.00015571 0.00197417 0.00057731],[0.00021441 0.0010144  0.00010965]
63,2013 SF106,75.75388342545887,0.4102173691692727,0.6333450129612629,75.75388342545888,0.41017382808368436,0.63142568923593,[75.78762202  0.13550904  0.48933744],[75.77151092  0.12646397  0.48786391],[75.70063481  0.14413276  0.49054651],[75.71273379  0.14563406  0.4923697 ],[75.67568381  0.15611783  0.49289859],[75.77574992  0.15760667  0.49025891],[75.89006933  0.16126418  0.48946661],[75.80457056  0.16735948  0.49025207],[75.71528955  0.16955725  0.49242524],[0.04891387 2.32791921 1.26741223],[ 0.1361859  -0.24061658 -0.1385271 ]
64,2013 RH109,36.43097306737362,0.08642920027100245,0.2798830655784556,36.43097306737363,0.08627996627035714,0.27913247562520005,[36.43099491  0.08366117  0.27723823],[36.43101     0.0846404   0.27833204],[36.4309961   0.08569056  0.27844913],[36.43097984  0.08587891  0.2777644 ],[36.43097976  0.08584979  0.27764981],[36.43094852  0.08610615  0.27876818],[36.43094499  0.08565819  0.28024903],[36.43091875  0.08544034  0.28053673],[36.43095413  0.08607817  0.27931261],[3.05939973e-05 7.51602943e-03 3.89211709e-03],[ 3.69362289e-05 -1.73815872e-04  1.40425706e-03]
65,2013 RU128,61.093396847406005,0.408346602893639,0.4268804525050423,61.09339684740601,0.4081903501109115,0.4250384246723307,[61.1720924   0.40226455  0.41621773],[61.10523675  0.40620698  0.4160698 ],[61.04087993  0.40633182  0.4174897 ],[60.99670597  0.40707228  0.41707764],[60.97567229  0.406071    0.41774128],[60.95455246  0.40571552  0.41778856],[61.0752751   0.40697259  0.41703601],[61.23027826  0.40347724  0.417996  ],[61.20305883  0.40499967  0.41780244],[0.08681963 0.0246015  0.07012666],[ 0.13688142 -0.00111807 -0.00704242]
66,2013 RN158,44.177915839699956,0.27455908771237886,0.33703889233982026,44.17791583969996,0.2709290842135408,0.3358139575436825,[43.97194717  0.16270233  0.31553599],[42.51459163  0.13339622  0.34388036],[42.76102881  0.23831456  0.3387843 ],[42.90215504  0.24273697  0.35117328],[43.19037907  0.24901032  0.34436282],[44.5640729   0.27138867  0.33882496],[46.29087901  0.30895423  0.32927158],[46.22869605  0.3076066   0.32456105],[44.67617435  0.27179115  0.31745909],[0.50131853 0.25246071 0.01847219],[2.11296317 0.03802514 0.01535932]
67,2013 RE156,40.57375641702638,0.03997960830310146,0.2642785361644277,40.57375641702638,0.03970761255656864,0.26309181835473405,[4.05737507e+01 3.94903464e-02 2.62339310e-01],[4.05737553e+01 3.78811243e-02 2.60450252e-01],[4.05737648e+01 3.93994393e-02 2.62552785e-01],[4.05737531e+01 3.94618306e-02 2.61891258e-01],[4.05737476e+01 3.78917160e-02 2.60607251e-01],[4.05737610e+01 3.93585524e-02 2.62910840e-01],[4.05737628e+01 3.94049910e-02 2.61554465e-01],[4.05737573e+01 3.79656494e-02 2.60694768e-01],[4.05737531e+01 3.93900869e-02 2.63005766e-01],[2.09611628e-06 7.12477674e-03 1.18196693e-02],[ 8.40447063e-06 -2.17266192e-04 -8.60526914e-05]
68,2005 RN43,41.519661887284656,0.024269207385946057,0.3340050817488268,41.51966188728468,0.024238742037141974,0.3329717787234002,[4.15196533e+01 2.38404992e-02 3.25436622e-01],[4.15196535e+01 2.39294091e-02 3.24976520e-01],[4.15196578e+01 2.38581309e-02 3.25434743e-01],[4.15196582e+01 2.38767788e-02 3.24980007e-01],[4.15196713e+01 2.37583844e-02 3.25381811e-01],[4.15196734e+01 2.37882036e-02 3.25003169e-01],[4.15196603e+01 2.37371020e-02 3.25310641e-01],[4.15196635e+01 2.37736417e-02 3.25060190e-01],[4.15196671e+01 2.37726963e-02 3.25266264e-01],[1.30233649e-06 3.81383239e-03 6.98960419e-02],[ 1.15002664e-05 -3.09332970e-04 -7.53515714e-03]
69,2013 RF156,39.40359548249242,0.2131882622605187,0.1957911906405128,39.403595482492406,0.20832503133715755,0.19494612568581204,[39.40352604  0.21253816  0.19064003],[39.40354849  0.20938774  0.19454242],[39.40353098  0.21203222  0.19356562],[39.40355891  0.21147521  0.19310342],[39.40363064  0.21198837  0.19384332],[39.40353615  0.21000003  0.19452267],[39.40359209  0.20922919  0.19454012],[39.40370558  0.20840866  0.19501094],[39.4036426   0.19983352  0.19549608],[8.78632018e-05 9.96781501e-03 9.25050544e-03],[0.0001101  0.00421313 0.00054995]
70,2016 SD106,352.3010196108531,0.8785752542884325,0.11070349685657047,352.3010196108532,0.8785735623848598,0.033512053224157935,[3.54773853e+02 5.97387658e-02 8.21494800e-03],[3.51974839e+02 1.07117397e-02 6.84525120e-03],[3.51682476e+02 1.17736455e-02 6.73918751e-03],[3.51682656e+02 1.56743177e-02 6.65999740e-03],[3.51682694e+02 2.26310912e-02 6.56845592e-03],[3.51683060e+02 2.44865125e-02 6.53777521e-03],[3.51682819e+02 2.61286633e-02 6.51498783e-03],[3.51682594e+02 2.70190148e-02 6.50563031e-03],[3.51683430e+02 2.67552440e-02 6.50973057e-03],[2.18075562 7.68224307 0.24051252],[ 2.4728336  -0.8188348  -0.02529711]
71,2013 SN106,43.66469736294792,0.06371980059798761,0.12615331994418974,43.664697362947926,0.0613869686602239,0.1243362242967599,[43.64813066  0.06181601  0.12607193],[43.65206737  0.06275649  0.12635965],[43.6664855   0.06458635  0.12533338],[43.67987706  0.06698499  0.12307762],[43.68302362  0.06536435  0.12170042],[43.68229361  0.06317781  0.12200809],[43.6667209   0.06406971  0.12363044],[43.65673608  0.05935358  0.1230655 ],[43.65911525  0.05627717  0.12269124],[0.01217378 0.01190375 0.00508774],[0.01832626 0.00559802 0.00202343]
72,2013 RJ109,43.33000961584451,0.129856022382933,0.3480581709896042,43.330009615844524,0.129838001901856,0.34705506929173285,[43.329851    0.12970628  0.34699948],[43.32997326  0.12964018  0.34684235],[43.33024447  0.1297138   0.34669866],[43.33024796  0.12977428  0.34671324],[43.33043241  0.12982838  0.34677375],[43.32990557  0.12981939  0.34683716],[43.3293447   0.12968579  0.34692321],[43.32974688  0.1296139   0.34702319],[43.33017342  0.12975432  0.3470556 ],[0.00016687 0.00100569 0.00162899],[ 4.22792777e-04 -9.61789052e-06  5.32096010e-07]
73,2013 RG156,39.404252311199855,0.17633881691776268,0.1094883723087862,39.404252311199855,0.17622023795732872,0.10708044930280128,[39.40423916  0.17550824  0.10701794],[39.40426373  0.17580971  0.10728355],[39.4042303   0.17578977  0.10762618],[39.40427704  0.17587144  0.10770573],[39.40432036  0.17574386  0.1077613 ],[39.4042391   0.17580618  0.10750438],[39.40422377  0.17567932  0.10731731],[39.40428984  0.17558528  0.10708254],[39.4042694   0.17537879  0.1067612 ],[8.18928560e-05 4.80955265e-03 2.33608493e-03],[ 6.80447427e-05 -3.48796788e-04  6.80847831e-04]
74,2013 RH156,39.411111126148384,0.06029334662442068,0.18321090864774867,39.411111126148384,0.05805440748439869,0.18217563460637823,[39.41133025  0.04420264  0.18226531],[39.41126852  0.04332657  0.18338783],[39.41101758  0.06170598  0.18269453],[39.41055561  0.04753201  0.18228337],[39.41114572  0.06034086  0.18072695],[39.41207702  0.04938815  0.17874977],[39.4115726   0.05461329  0.18235676],[39.41069917  0.05794856  0.18382496],[39.41043321  0.05509432  0.18155555],[9.95533844e-05 4.83372962e-02 1.73567982e-03],[0.00096589 0.00365157 0.00164933]
75,2013 RO156,42.899080555494514,0.03397204521257539,0.056937631726452026,42.89908055549451,0.03260088166021548,0.053354811810483765,[4.28991735e+01 3.81622856e-02 5.72792311e-02],[4.28991064e+01 3.27200297e-02 5.26600611e-02],[4.28990187e+01 2.93064275e-02 4.92503201e-02],[4.28990154e+01 2.48198363e-02 4.87485042e-02],[4.28990689e+01 2.37822636e-02 4.92880549e-02],[4.28991433e+01 2.88866163e-02 4.95929306e-02],[4.28991192e+01 3.25583555e-02 5.16810565e-02],[4.28990720e+01 3.69184917e-02 5.60548715e-02],[4.28990235e+01 4.08974851e-02 5.89585745e-02],[1.58980567e-05 5.35614352e-03 6.67970188e-03],[9.29399464e-05 8.29660339e-03 5.60376266e-03]
76,2013 RP156,39.001114765585754,0.11484961826440912,0.5270003225455385,39.001114765585754,0.11483229756712855,0.5266431121916776,[39.00295967  0.11282067  0.52569038],[39.00101939  0.11279834  0.52573336],[38.99893547  0.11288714  0.52547468],[38.99793817  0.11281599  0.52528332],[38.99851055  0.11319813  0.52553429],[38.99991124  0.11301766  0.52568351],[39.00092265  0.11319167  0.5254607 ],[39.00276654  0.11281061  0.52514214],[39.0042182   0.11305533  0.52536085],[0.00285103 0.01689514 0.01042478],[ 0.00310343 -0.00163417 -0.00090976]
77,2001 QO297,42.93815687035935,0.04603614652359136,0.037916880830213155,42.93815687035935,0.044852720769540715,0.02900905874099871,[4.29381563e+01 4.25491636e-02 2.89145833e-02],[4.29381602e+01 4.23851899e-02 2.40649375e-02],[4.29381590e+01 4.10475605e-02 2.64653881e-02],[4.29381605e+01 4.52263234e-02 3.13428725e-02],[4.29381582e+01 4.65338538e-02 3.28606853e-02],[4.29381546e+01 4.71503689e-02 3.37627627e-02],[4.29381596e+01 4.53874880e-02 3.22810984e-02],[4.29381565e+01 4.16195360e-02 2.62978140e-02],[4.29381557e+01 4.20840204e-02 2.39567223e-02],[8.77505356e-06 9.69098238e-03 1.13466460e-03],[3.63272813e-06 2.29764813e-03 4.75370400e-03]
78,2013 TJ159,52.899567966917104,0.3137002603372921,0.07951540797032418,52.899567966917125,0.31360581416398037,0.07711170284093119,[52.89976375  0.30493133  0.07702682],[52.89971415  0.29529672  0.07685709],[52.89961956  0.16756507  0.07622643],[52.89945318  0.19496987  0.07712138],[52.89950235  0.27852145  0.07703621],[52.89957944  0.2896372   0.07631816],[52.8995132   0.28405248  0.07683627],[52.89951744  0.29046364  0.07737354],[52.89944231  0.31289556  0.07724988],[6.31826516e-06 4.04119011e-01 1.95954658e-03],[ 0.00019578 -0.00071026  0.00026184]
79,2013 WG114,44.15316818805332,0.06454565471882169,0.029021151113128762,44.153168188053314,0.06395143383959116,0.012096515828577145,[4.41531677e+01 6.31452886e-02 1.22753718e-02],[4.41530664e+01 6.29979354e-02 1.12123111e-02],[4.41531084e+01 6.31208047e-02 1.10089981e-02],[4.41531193e+01 6.34844452e-02 1.20069621e-02],[4.41533056e+01 6.38488941e-02 1.33154554e-02],[4.41533774e+01 6.39343270e-02 1.36337790e-02],[4.41531590e+01 6.36831104e-02 1.26023016e-02],[4.41531151e+01 6.33067409e-02 1.12662672e-02],[4.41531009e+01 6.30940490e-02 1.09305355e-02],[6.14418732e-06 4.94730928e-03 6.16660629e-04],[ 2.09259303e-04 -1.71068537e-05  1.53726319e-03]
