spkid,Name,e,a,q,i,om,w,ma,n,tp,per_y,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma
54017339,2016 TP120,0.7652,171.4,40.253,32.63,126.83,350.27,351.76,0.0004391,2479568.47,2.24e+03,1.1e-02,7.2e+00,2.1e-01,2.7e-04,1.1e-02,1.1e-01,5.7e-01
54017340,2016 TQ120,0.4571,77.54,42.098,37.92,106.35,188.54,43.82,0.001444,2427592.31,683,1.3e+00,1.1e+02,3.9e+01,2.0e-01,1.2e+00,1.3e+01,1.5e+02
54017357,2016 TR120,0.1684,54.25,45.120,32.84,131.91,49.64,201.86,0.002466,2522072.68,400,4.1e-01,1.0e+01,1.4e+01,3.6e-01,1.5e+00,5.3e+02,7.5e+02
54199116,2016 TL176,0.2269,47.26,36.539,21.23,102.29,234.84,30.92,0.003033,2450605.97,325,9.0e-04,3.4e-02,2.3e-02,7.1e-05,5.2e-03,2.8e-01,1.4e-01
54199133,2016 TM176,0.3908,53.53,32.609,16.53,33.46,284.26,27.42,0.002517,2449906.79,392,2.7e-04,2.8e-02,6.0e-03,3.9e-04,6.9e-04,3.3e-02,3.1e-02
54197667,2016 UL273,0.1240,41.89,36.693,24.78,53.13,354.65,357.48,0.003635,2461494.19,271,2.2e-04,1.4e-02,3.4e-03,8.4e-04,8.7e-04,8.2e-02,6.4e-02
54198942,2016 UO273,0.2038,48.23,38.398,16.03,69.01,260.50,50.84,0.002943,2443525.31,335,3.3e-04,1.9e-02,8.8e-03,8.3e-04,2.4e-03,5.6e-02,5.6e-02
54198945,2016 UP273,0.6273,84.88,31.632,14.01,78.37,325.91,1.21,0.00126,2459839.55,782,3.5e-04,8.4e-02,3.2e-03,6.5e-04,3.0e-03,4.0e-02,7.4e-03
54199120,2016 UQ273,0.1514,43.76,37.134,28.64,52.12,267.47,54.37,0.003405,2444833.69,289,2.0e-04,9.9e-03,8.1e-03,6.6e-04,9.2e-04,6.7e-02,5.6e-02
54199119,2016 WB75,0.1893,45.92,37.223,20.60,129.46,217.46,31.75,0.003168,2450778.32,311,2.4e-04,1.6e-02,1.1e-02,3.5e-04,2.9e-03,1.4e-01,1.0e-01
54199089,2016 XO34,0.1226,46.8,41.067,34.33,173.01,210.96,15.54,0.003078,2455752.71,320,2.1e-04,1.3e-02,5.5e-03,1.4e-03,2.1e-03,4.5e-01,3.5e-01
54418849,2016 YA39,0.3567,47.17,30.342,11.56,268.42,237.03,11.55,0.003043,2457004.70,324,2.6e-04,2.1e-02,2.3e-03,5.5e-04,5.5e-03,7.9e-02,3.3e-02
54419710,2016 YB39,0.3639,56.24,35.777,22.31,304.94,146.25,36.67,0.002337,2445106.11,422,8.2e-03,4.0e-01,2.1e-01,4.2e-03,5.8e-03,6.6e-01,3.0e-01
54435273,2016 YB40,0.1801,52.87,43.350,25.82,167.44,258.68,69.24,0.002564,2433795.74,384,6.8e-03,1.6e-01,2.4e-01,4.1e-03,3.3e-03,3.1e-01,6.3e-01
54426253,2017 AD62,0.0824,41.68,38.247,23.62,307.64,306.89,277.83,0.003663,2483233.56,269,6.7e-03,3.6e-02,2.5e-01,4.4e-03,4.9e-03,8.2e-01,1.6e+00
54440092,2017 AC64,0.4669,76.04,40.535,28.03,312.80,150.58,22.13,0.001486,2445910.33,663,3.2e-03,2.9e-01,8.9e-02,4.3e-03,3.5e-03,3.3e-01,7.0e-02
54428536,2017 BE226,0.0292,47.58,46.189,14.04,295.78,206.44,17.90,0.003003,2454841.83,328,1.2e-03,2.2e-02,4.4e-02,3.5e-03,1.1e-02,1.1e+01,1.0e+01
54428537,2017 BF226,0.2062,39.37,31.252,8.38,248.83,57.05,228.66,0.00399,2493720.60,247,3.0e-03,4.1e-02,8.7e-02,4.6e-04,2.4e-02,1.6e+00,2.4e+00
54429258,2017 BK229,0.0787,45.27,41.703,9.95,249.64,78.53,193.90,0.003236,2512126.14,305,4.9e-04,1.3e-02,2.7e-02,7.9e-04,3.3e-02,4.6e+00,5.4e+00
54429835,2017 BC230,0.2261,41.77,32.328,10.47,268.22,315.86,321.39,0.003651,2471375.48,270,8.0e-03,1.3e-01,2.3e-01,1.8e-03,2.0e-02,8.3e-01,7.6e-02
54429836,2017 BD230,0.3725,53.81,33.764,12.81,192.36,224.49,58.90,0.002497,2437211.66,395,6.8e-03,3.3e-01,1.6e-01,2.0e-03,7.7e-03,1.2e-01,9.1e-01
54430342,2017 BG230,0.1151,46.1,40.793,23.81,173.83,139.51,209.83,0.003149,2508487.58,313,5.5e-04,1.8e-02,2.9e-02,3.0e-03,3.4e-03,9.6e-01,1.2e+00
54430343,2017 BH230,0.0852,47.27,43.240,31.74,167.11,107.85,249.83,0.003033,2497125.18,325,7.3e-03,5.1e-02,3.0e-01,3.4e-03,2.3e-03,3.5e+00,4.5e+00
54430344,2017 BJ230,0.1745,43.09,35.571,29.10,313.13,120.20,72.11,0.003484,2440103.74,283,3.1e-03,5.1e-02,9.5e-02,3.9e-03,3.1e-03,1.8e-01,2.3e-01
54430521,2017 BK230,0.3135,46.09,31.640,13.39,198.07,35.42,319.65,0.00315,2473608.33,313,8.2e-03,2.7e-01,1.9e-01,2.1e-03,1.0e-02,1.8e-01,6.3e-01
54431663,2017 BH231,0.1368,43.65,37.680,9.65,249.09,340.90,306.72,0.003418,2476390.70,288,5.1e-02,5.3e-01,1.8e+00,7.6e-04,3.6e-02,5.5e+00,2.9e-01
54431735,2017 BJ231,0.1898,47.83,38.748,9.06,238.07,282.40,1.95,0.00298,2460146.01,331,6.7e-04,1.8e-02,2.6e-02,9.5e-05,1.4e-02,1.5e+00,9.7e-01
54431758,2017 BK231,0.2103,47.04,37.152,10.46,221.35,275.14,17.69,0.003055,2455009.43,323,1.0e-02,3.1e-01,2.5e-01,9.0e-04,1.5e-02,9.1e+00,5.6e+00
54431759,2017 BL231,0.4657,69.39,37.079,29.60,173.21,22.54,347.52,0.001705,2468118.53,578,5.2e-04,6.7e-02,7.8e-03,5.6e-04,6.4e-04,2.9e-02,2.4e-02
54431760,2017 BM231,0.1282,36.48,31.802,15.01,205.38,284.70,26.25,0.004473,2454931.55,220,3.6e-04,1.7e-02,3.6e-03,6.4e-04,4.0e-03,1.5e-01,1.1e-01
54432263,2017 BO231,0.2127,43.79,34.474,8.53,258.82,276.19,355.20,0.003402,2462212.30,290,1.4e-03,3.0e-02,4.3e-02,5.0e-04,1.2e-02,1.0e+00,6.3e-01
54433218,2017 BD232,0.0550,44.97,42.495,2.36,57.89,159.96,341.36,0.003269,2466504.70,302,2.1e-03,3.2e-02,1.2e-01,2.4e-03,7.6e-02,5.0e+00,4.4e+00
54433219,2017 BE232,0.1613,42.19,35.385,3.31,40.15,145.19,11.42,0.003597,2457624.71,274,1.4e-03,8.0e-02,9.3e-03,2.6e-03,3.1e-02,2.0e+00,1.5e+00
54433223,2017 BJ232,0.2021,42.05,33.552,4.84,160.65,26.19,10.15,0.003614,2457993.08,273,2.2e-04,1.4e-02,2.0e-03,1.3e-03,6.6e-03,1.6e-01,1.0e-01
54433225,2017 BL232,0.3829,57.8,35.669,5.79,22.16,264.62,310.66,0.002243,2482797.52,439,1.2e-03,5.6e-02,4.1e-02,2.9e-03,8.3e-03,4.3e-02,1.5e-01
54434150,2017 BA233,0.2060,45.91,36.457,13.50,219.09,296.79,3.49,0.003168,2459699.94,311,6.4e-04,2.3e-02,1.4e-02,7.7e-04,1.1e-02,7.1e-01,4.6e-01
54434151,2017 BB233,0.4238,67.75,39.037,14.33,267.52,231.66,8.40,0.001767,2456050.28,558,3.7e-04,3.9e-02,1.2e-02,1.2e-03,7.9e-03,4.6e-01,1.7e-01
54435275,2017 BG233,0.0962,41.59,37.587,16.74,185.01,301.18,30.63,0.003675,2452467.50,268,5.9e-03,8.1e-02,1.7e-01,2.5e-03,6.0e-03,6.7e+00,5.3e+00
54435281,2017 BN233,0.2095,47.02,37.172,11.70,245.51,304.82,341.61,0.003056,2466816.62,322,2.1e-04,1.3e-02,6.1e-03,1.3e-04,4.6e-03,5.8e-02,3.7e-02
54436404,2017 BK235,0.4310,64.9,36.930,11.87,195.06,58.05,313.89,0.001885,2485259.77,523,1.8e-03,1.1e-01,5.5e-02,1.7e-03,7.9e-03,5.3e-02,2.2e-01
54440093,2017 BO236,0.0800,41.31,38.006,29.77,312.44,54.33,152.35,0.003712,2419760.18,266,6.3e-03,4.6e-02,2.2e-01,6.2e-03,4.8e-03,7.0e+00,8.5e+00
54440094,2017 BP236,0.0518,35.29,33.466,18.34,187.52,289.37,43.88,0.0047,2451464.63,210,1.8e-03,2.0e-02,4.7e-02,2.7e-03,6.4e-03,2.4e+00,2.1e+00
54440095,2017 BQ236,0.2005,44.02,35.193,20.53,182.69,359.25,344.64,0.003375,2465352.30,292,3.7e-03,9.8e-02,8.8e-02,2.8e-03,6.7e-03,1.0e+00,5.5e-01
54440096,2017 BR236,0.0469,41.58,39.634,15.10,255.20,168.15,89.51,0.003676,2436447.79,268,6.8e-03,2.7e-02,2.9e-01,1.6e-03,1.8e-02,1.9e+00,1.2e+00
54440435,2017 BV236,0.1820,46.43,37.978,6.55,166.78,101.89,307.79,0.003116,2477556.27,316,4.8e-03,4.3e-02,1.9e-01,2.4e-03,7.8e-03,4.9e-01,1.0e-01
54440439,2017 BZ236,0.7282,110.8,30.114,18.99,181.18,51.61,357.12,0.0008453,2464208.81,1.17e+03,4.8e-04,1.7e-01,1.2e-02,1.5e-03,4.5e-04,5.1e-02,5.7e-03
54442193,2017 BH237,0.3407,54.65,36.032,9.85,215.37,211.42,53.66,0.002439,2438804.33,404,8.6e-03,3.7e-01,2.3e-01,1.4e-03,1.8e-02,1.4e-01,8.4e-01
54442712,2017 BP237,0.1864,46.55,37.876,10.85,263.87,347.56,289.40,0.003103,2483551.62,318,9.7e-03,1.8e-01,3.1e-01,1.4e-03,1.8e-02,5.6e-01,1.7e+00
54442713,2017 BQ237,0.0534,40.22,38.069,17.75,189.58,21.48,311.08,0.003865,2473457.78,255,6.9e-03,7.3e-02,2.1e-01,3.0e-03,9.8e-03,2.3e+00,1.5e+00
54442714,2017 BR237,0.1589,42.91,36.093,15.38,185.27,229.90,86.86,0.003506,2436028.51,281,5.0e-03,7.1e-02,1.6e-01,2.2e-03,5.6e-03,2.0e-01,7.9e-01
54442715,2017 BS237,0.5349,75.23,34.990,19.60,173.43,273.09,22.89,0.001511,2445646.34,652,2.4e-03,2.8e-01,6.3e-02,2.5e-03,3.3e-03,1.6e-01,1.3e-01
54445974,2017 BJ239,0.0379,41.9,40.307,22.28,178.47,164.43,216.46,0.003634,2500294.12,271,4.1e-04,9.8e-03,2.2e-02,2.3e-03,8.1e-04,1.3e+00,1.4e+00
54452956,2017 BA241,0.2153,48.03,37.687,15.10,191.71,324.78,5.07,0.002961,2459087.92,333,2.7e-04,2.0e-02,1.0e-02,2.0e-03,6.6e-03,9.1e-01,5.7e-01
54452957,2017 BB241,0.0295,42.97,41.704,14.27,194.02,116.97,209.78,0.003499,2503733.89,282,6.2e-03,2.9e-02,2.8e-01,2.3e-03,9.0e-03,3.2e+01,3.4e+01
54452955,2017 BC241,0.4902,68.6,34.978,12.88,231.58,246.42,13.72,0.001734,2452891.45,568,2.3e-03,1.8e-01,7.0e-02,2.2e-04,1.5e-02,7.0e-01,1.5e-01
54452959,2017 BD241,0.1558,45.64,38.524,23.00,183.65,244.49,74.80,0.003197,2437403.39,308,6.1e-03,1.1e-01,1.9e-01,4.5e-03,7.3e-03,2.0e-01,6.0e-01
54461076,2017 BS244,0.0590,43.77,41.186,4.12,133.30,296.67,119.59,0.003404,2425666.44,290,1.5e-03,4.9e-02,1.1e-01,6.2e-04,1.0e-02,5.3e-01,4.3e-01
54461079,2017 BY244,0.0615,42.91,40.272,2.05,90.28,163.88,308.81,0.003506,2475399.13,281,5.4e-03,2.5e-02,2.5e-01,3.4e-04,9.3e-02,3.0e+00,2.3e+00
54464553,2017 BZ244,0.1296,43.12,37.535,14.60,221.93,158.04,123.25,0.00348,2425387.15,283,7.1e-03,5.5e-02,2.7e-01,1.4e-03,2.5e-02,1.9e+00,2.9e+00
54464551,2017 BA245,0.3114,52.34,36.042,12.04,264.64,324.18,324.25,0.002603,2474535.36,379,6.1e-03,2.0e-01,1.8e-01,1.6e-03,2.0e-02,3.9e-01,2.6e-01
54464558,2017 BB245,0.6286,91.08,33.823,18.95,299.64,221.68,2.11,0.001134,2458943.82,869,5.6e-04,1.5e-01,3.9e-03,2.2e-04,3.9e-04,1.3e-02,4.4e-03
3769466,2017 CW32,0.9824,167.9,2.953,152.49,332.54,180.52,1.32,0.0004528,2457895.77,2.18e+03,7.2e-06,6.9e-02,3.3e-06,2.5e-05,2.8e-05,1.0e-04,8.1e-04
54431761,2017 CL54,0.8314,213.5,35.992,14.91,201.59,315.31,0.59,0.0003159,2458929.98,3.12e+03,3.1e-04,4.0e-01,2.1e-03,3.9e-04,2.0e-03,1.3e-02,1.8e-03
54432265,2017 CO54,0.1102,43.72,38.903,13.34,202.43,352.51,333.75,0.003409,2468499.32,289,3.8e-03,3.7e-02,1.4e-01,1.8e-03,1.0e-02,2.1e+00,1.5e+00
54435282,2017 CH55,0.1971,43.73,35.112,12.41,219.97,301.93,5.31,0.003408,2459241.39,289,4.4e-04,2.6e-02,3.5e-03,6.1e-04,6.2e-03,2.0e-01,1.3e-01
54440098,2017 CB56,0.4944,76.26,38.554,33.16,170.46,29.61,348.53,0.00148,2468547.35,666,4.4e-03,4.2e-01,1.3e-01,4.1e-03,2.7e-03,5.0e-01,3.1e-02
54440099,2017 CC56,0.3053,47.6,33.066,15.65,293.70,173.25,34.17,0.003001,2449416.19,328,3.0e-03,1.2e-01,6.6e-02,2.2e-03,7.2e-03,4.2e-01,6.4e-02
54440100,2017 CD56,0.0701,39.48,36.713,13.48,256.30,61.11,202.71,0.003973,2500390.12,248,3.1e-03,4.0e-02,1.0e-01,3.4e-03,4.0e-02,1.8e+01,2.1e+01
54440440,2017 CF56,0.5954,54.91,22.219,14.50,274.16,278.51,358.48,0.002422,2461426.20,407,3.9e-02,4.1e+00,5.0e-01,9.2e-03,5.7e-02,3.9e+00,3.9e-01
54440441,2017 CG56,0.5953,47.17,19.090,15.60,283.43,257.72,3.19,0.003043,2459753.21,324,1.2e-02,1.1e+00,1.2e-01,4.9e-03,2.0e-02,1.7e+00,4.0e-01
54440442,2017 CH56,0.1415,39.56,33.964,15.97,200.98,168.87,133.42,0.00396,2427111.43,249,4.8e-03,6.3e-02,1.5e-01,3.0e-03,1.7e-02,1.8e+00,2.7e+00
54442717,2017 CV56,0.0920,43.61,39.600,18.08,190.79,172.20,142.07,0.003422,2419282.88,288,4.1e-03,5.3e-02,1.4e-01,3.8e-03,1.4e-02,3.1e+00,3.9e+00
54464561,2017 CE60,0.5031,42.54,21.138,24.65,174.28,239.93,43.63,0.003552,2448517.96,277,2.4e-04,3.2e-02,5.8e-03,2.2e-04,3.9e-04,3.7e-02,5.7e-02
54464570,2017 CF60,0.0980,44.1,39.775,12.73,250.56,51.69,218.42,0.003366,2502866.78,293,3.9e-04,2.1e-02,3.1e-02,2.8e-04,5.2e-03,3.9e-01,4.7e-01
3802119,2017 DM121,0.0703,44.53,41.403,10.21,58.04,82.99,4.79,0.003317,2459357.75,297,6.6e-04,4.0e-02,7.7e-03,2.1e-04,5.8e-03,3.5e-01,3.0e-01
3802118,2017 DN121,0.2312,47.98,36.884,15.21,353.20,128.55,17.84,0.002966,2454784.84,332,3.0e-04,2.3e-02,5.2e-03,7.3e-04,2.0e-03,7.9e-02,5.3e-02
3802115,2017 DO121,0.8496,178.6,26.850,16.01,98.37,150.49,351.22,0.0004131,2479240.15,2.39e+03,1.1e+00,1.3e+03,1.7e+01,2.5e-01,9.3e-01,1.9e+01,1.0e+02
3802113,2017 DP121,0.4783,63.52,33.138,14.03,123.18,290.75,56.99,0.001947,2428734.02,506,1.5e-01,1.2e+01,3.2e+00,2.5e-02,1.0e-01,7.6e+00,2.6e+01
54420181,2017 DF156,0.2606,48.06,35.533,10.08,264.18,172.52,57.40,0.002959,2441399.79,333,2.2e-03,5.0e-02,7.2e-02,1.1e-03,1.6e-02,1.8e-01,1.1e-01
54426229,2017 DE157,0.5917,80.88,33.023,17.52,298.14,256.16,354.66,0.001355,2464744.59,727,2.3e-04,4.2e-02,5.7e-03,6.2e-04,1.4e-03,3.4e-02,6.5e-03
54429840,2017 DU159,0.1097,44.14,39.299,9.14,246.89,235.45,33.08,0.003361,2450957.85,293,2.8e-03,4.0e-02,9.0e-02,2.8e-04,1.7e-02,2.4e+00,1.8e+00
54429841,2017 DV159,0.3122,50.33,34.615,33.55,167.45,181.29,153.15,0.002761,2405321.99,357,2.8e-03,8.4e-02,8.5e-02,7.8e-03,4.7e-03,1.3e+00,2.5e+00
54430349,2017 DZ159,0.2605,52.89,39.113,28.29,167.00,261.27,59.69,0.002562,2437506.51,385,8.8e-03,2.8e-01,2.6e-01,3.5e-03,2.4e-03,2.3e-01,7.8e-01
54430524,2017 DA160,0.0604,43.45,40.823,4.90,84.61,163.26,308.38,0.003442,2472734.24,286,1.8e-01,1.2e+00,6.7e+00,6.5e-03,2.6e-01,1.0e+02,7.9e+01
54431785,2017 DH160,0.0754,36.39,33.650,5.54,124.90,165.54,282.75,0.004489,2478007.00,220,1.3e-03,1.4e-02,5.2e-02,8.5e-04,2.0e-02,2.2e-01,2.7e-01
54431786,2017 DJ160,0.1853,47.1,38.373,12.50,25.78,97.47,57.67,0.003049,2441884.93,323,1.5e-01,2.5e+00,5.2e+00,1.0e-02,1.4e-02,2.2e+01,3.3e+00
54431787,2017 DK160,0.3656,56.08,35.581,17.35,174.78,348.59,19.61,0.002347,2452444.82,420,7.5e-04,5.3e-02,1.4e-02,1.4e-03,1.6e-03,1.5e-01,4.7e-02
54431788,2017 DL160,0.0760,43.26,39.975,5.54,71.88,186.00,311.22,0.003463,2474885.16,285,2.1e-03,2.3e-02,9.6e-02,1.3e-03,2.5e-02,1.0e+00,7.4e-01
54431789,2017 DM160,0.0284,43.76,42.520,5.56,67.72,307.35,186.08,0.003404,2511887.08,290,4.4e-04,3.1e-02,4.9e-02,1.8e-03,2.9e-02,6.6e+00,7.0e+00
54431790,2017 DN160,0.0688,44.6,41.527,5.20,100.47,203.03,264.74,0.003309,2489585.78,298,3.4e-03,2.7e-02,1.5e-01,8.6e-05,4.7e-02,9.5e-01,1.3e+00
54434157,2017 DD162,0.0171,43.02,42.285,3.86,106.93,78.48,16.19,0.003493,2456164.82,282,5.0e-04,3.2e-02,3.3e-02,4.5e-04,6.4e-02,2.6e+01,2.5e+01
54435285,2017 DN162,0.0749,46.97,43.457,4.68,139.87,323.38,84.43,0.003061,2433220.93,322,6.8e-03,1.0e-01,2.3e-01,2.5e-03,3.3e-02,2.7e-01,9.5e-01
54436411,2017 DH163,0.1623,44.36,37.164,23.40,174.34,1.00,350.94,0.003336,2463515.27,295,2.1e-03,2.0e-02,8.3e-02,3.4e-03,4.0e-03,1.9e+00,1.3e+00
54436412,2017 DJ163,0.0979,44.68,40.309,2.78,54.25,175.75,333.38,0.0033,2468867.88,299,1.8e-03,1.5e-02,8.7e-02,1.8e-03,4.1e-02,1.5e+00,1.1e+00
54436413,2017 DK163,0.4665,68.6,36.603,11.59,285.29,306.95,332.34,0.001735,2476744.59,568,2.0e-02,1.6e+00,5.3e-01,3.2e-03,1.7e-02,5.0e-01,1.3e+00
54440102,2017 DN164,0.0573,37.77,35.600,20.55,180.08,127.25,218.76,0.004247,2494059.79,232,9.1e-04,1.5e-02,3.4e-02,3.7e-03,5.9e-03,2.2e+00,2.5e+00
54440103,2017 DO164,0.1537,41.71,35.301,29.89,182.67,235.70,127.48,0.003659,2425957.71,269,7.5e-03,7.1e-02,2.6e-01,5.6e-03,1.2e-03,2.1e+00,3.3e+00
54440104,2017 DP164,0.0827,44.26,40.599,10.71,169.30,115.02,285.51,0.003347,2483052.82,294,1.5e-03,2.2e-02,7.3e-02,2.3e-03,4.9e-03,2.8e-01,2.6e-01
54440106,2017 DR164,0.0715,43.97,40.829,4.21,131.21,343.56,77.54,0.00338,2437861.61,292,3.2e-03,4.6e-02,1.1e-01,2.0e-03,4.4e-02,4.7e-01,3.1e-01
54440107,2017 DS164,0.1457,45.99,39.289,18.54,176.32,83.99,314.26,0.00316,2475274.35,312,3.1e-03,3.3e-02,1.3e-01,3.7e-03,2.9e-03,7.0e-01,3.3e-01
54440108,2017 DT164,0.0456,44.09,42.077,3.99,70.11,175.26,318.45,0.003367,2473140.29,293,2.5e-03,3.3e-02,1.3e-01,1.5e-03,3.9e-02,3.1e+00,2.7e+00
54440109,2017 DU164,0.0236,42.77,41.764,3.50,104.00,46.00,48.39,0.003523,2447066.62,280,2.7e-03,4.3e-02,8.1e-02,2.8e-04,6.0e-02,5.7e+00,5.3e+00
54440458,2017 DZ164,0.1424,46.25,39.665,4.73,143.40,311.97,87.61,0.003134,2432842.51,315,4.1e-04,2.5e-02,2.9e-02,7.6e-04,9.3e-03,1.7e-01,1.7e-01
54440444,2017 DA165,0.0365,43.92,42.319,4.53,91.41,18.23,86.10,0.003386,2435373.28,291,3.3e-03,3.8e-02,1.2e-01,5.1e-04,4.2e-02,6.6e-01,6.2e-01
54440445,2017 DB165,0.0866,44.05,40.232,4.60,100.07,30.49,60.53,0.003371,2442846.01,292,2.8e-03,4.6e-02,8.9e-02,9.5e-05,5.8e-02,9.0e-01,5.7e-01
54440446,2017 DC165,0.0906,45.35,41.240,3.64,121.83,205.07,240.28,0.003228,2497894.93,305,3.1e-03,2.4e-02,1.4e-01,1.7e-03,6.6e-02,1.7e+00,2.2e+00
54440447,2017 DD165,0.0431,36.25,34.690,7.39,164.91,143.80,259.39,0.004515,2483083.98,218,1.3e-03,1.2e-02,4.7e-02,2.2e-03,8.3e-03,8.7e-01,1.0e+00
54440448,2017 DE165,0.0850,38.97,35.653,5.22,43.38,122.06,28.80,0.004052,2453693.87,243,2.0e-03,5.1e-02,3.4e-02,1.9e-03,1.6e-02,2.2e+00,1.7e+00
54440449,2017 DF165,0.0614,42.7,40.082,3.71,85.79,146.06,332.09,0.003532,2468703.58,279,3.2e-03,4.7e-02,1.7e-01,9.7e-04,6.5e-02,4.7e+00,4.0e+00
54440450,2017 DG165,0.0079,43.15,42.810,3.54,136.02,272.67,151.00,0.003477,2417373.33,283,1.0e-03,1.9e-02,4.5e-02,1.5e-03,3.4e-02,1.0e+01,1.0e+01
54442276,2017 DS165,0.0585,40.88,38.485,14.36,293.37,268.42,326.48,0.003772,2469687.38,261,1.6e-02,3.1e-02,6.3e-01,4.7e-03,1.5e-02,1.5e+01,1.2e+01
54442723,2017 DV165,0.0352,42.43,40.941,5.24,54.60,274.23,234.85,0.003566,2495900.26,276,2.6e-03,2.5e-02,1.2e-01,3.7e-03,3.9e-02,4.0e+00,4.4e+00
54442724,2017 DW165,0.1867,45.36,36.889,9.53,30.43,189.70,348.25,0.003226,2464442.70,305,1.5e-03,7.9e-02,1.2e-01,3.5e-03,8.4e-03,1.9e+00,1.2e+00
54442725,2017 DX165,0.1115,44.44,39.488,3.31,75.50,120.25,4.02,0.003326,2459590.85,296,8.1e-04,7.8e-02,3.6e-02,1.6e-03,6.6e-02,2.7e+00,2.1e+00
54446667,2017 DY166,0.4215,61.66,35.669,18.45,179.43,0.07,9.66,0.002036,2456054.49,484,2.2e-04,2.6e-02,1.7e-03,1.1e-04,1.0e-04,3.0e-03,6.4e-03
54453238,2017 DE168,0.5956,92.89,37.562,28.00,17.57,251.12,341.36,0.001101,2477734.94,895,1.1e-03,2.4e-01,2.8e-02,1.8e-03,7.3e-04,5.8e-02,8.9e-02
54458182,2017 DB170,0.1323,46.15,40.047,4.19,94.12,101.30,4.18,0.003143,2459469.31,314,5.3e-04,4.5e-02,1.8e-02,2.6e-04,3.9e-02,1.3e+00,1.0e+00
54461072,2017 DC170,0.0848,44.93,41.122,3.23,96.29,218.68,252.91,0.003272,2493526.36,301,1.9e-03,2.8e-02,9.0e-02,2.0e-04,6.3e-02,7.9e-01,1.0e+00
54461071,2017 DD170,0.0359,38.12,36.750,27.44,182.14,114.88,269.98,0.004188,2482297.52,235,7.6e-04,1.8e-02,3.6e-02,1.7e-03,5.7e-04,6.2e-01,6.5e-01
54461066,2017 DE170,0.5485,84.87,38.320,13.82,26.12,136.88,10.16,0.001261,2452744.43,782,2.1e-03,3.4e-01,2.9e-02,3.4e-03,4.6e-03,2.8e-01,2.9e-02
54461067,2017 DF170,0.2251,44.18,34.234,11.77,28.49,175.09,351.14,0.003357,2460345.66,294,3.0e-02,8.1e-01,7.2e-01,8.3e-03,1.4e-02,2.6e+01,1.6e+01
54461069,2017 DG170,0.0467,43.13,41.112,4.21,99.35,134.09,330.10,0.00348,2469392.06,283,1.5e-03,2.6e-02,7.5e-02,6.7e-05,4.2e-02,2.5e+00,2.2e+00
54461068,2017 DH170,0.1184,44.77,39.468,5.43,70.20,149.84,345.61,0.00329,2465173.73,300,8.5e-04,2.6e-02,4.5e-02,1.1e-03,2.0e-02,1.0e+00,7.7e-01
54461070,2017 DJ170,0.0688,43.61,40.614,5.74,79.13,83.74,33.06,0.003422,2451140.25,288,1.5e-03,3.9e-02,3.9e-02,9.9e-04,2.7e-02,1.8e+00,1.5e+00
54461075,2017 DK170,0.0749,43.79,40.509,3.39,80.27,110.81,8.47,0.003401,2458308.94,290,4.3e-04,2.6e-02,5.3e-03,7.1e-04,3.7e-02,7.3e-01,6.2e-01
54461077,2017 DL170,0.2454,39.22,29.592,7.96,155.08,206.39,206.60,0.004013,2499024.39,246,3.3e-04,1.5e-02,2.3e-02,2.0e-03,1.0e-02,2.7e-01,4.4e-01
54461078,2017 DM170,0.0451,43.61,41.648,3.67,131.78,29.78,35.31,0.003422,2450482.14,288,6.0e-03,1.3e-01,1.4e-01,1.8e-03,4.3e-02,9.0e+00,7.9e+00
54461080,2017 DN170,0.4419,55.22,30.816,5.22,124.29,245.39,184.83,0.002402,2533723.55,410,3.9e-04,4.3e-02,4.2e-02,4.5e-03,1.0e-01,2.2e+00,5.1e+00
54464555,2017 DH171,0.1083,45.45,40.525,6.46,136.81,46.98,12.56,0.003217,2456896.37,306,2.8e-04,1.9e-02,3.7e-03,2.8e-04,2.6e-03,5.4e-02,4.1e-02
54464557,2017 DJ171,0.1276,43.07,37.576,13.15,172.89,63.35,334.30,0.003487,2468172.98,283,2.8e-04,2.4e-02,1.0e-02,4.1e-04,5.4e-04,1.4e-01,1.2e-01
54464554,2017 DK171,0.0161,43.13,42.440,4.31,96.88,301.01,162.80,0.003479,2414009.60,283,3.3e-04,2.1e-02,3.5e-02,7.2e-05,9.2e-03,9.1e-01,9.3e-01
54464559,2017 DL171,0.2701,39.14,28.569,5.18,123.31,290.67,123.45,0.004025,2430127.61,245,2.2e-04,1.7e-02,1.9e-02,3.2e-04,7.8e-03,6.8e-02,9.3e-02
54464560,2017 DM171,0.0111,43.09,42.612,4.52,69.82,185.64,303.62,0.003484,2476981.34,283,1.3e-04,1.7e-02,1.5e-02,2.9e-04,7.6e-03,1.5e+00,1.5e+00
54464564,2017 DN171,0.0959,42.45,38.374,19.49,20.30,112.92,57.66,0.003564,2444622.15,277,5.8e-04,2.6e-02,2.0e-02,1.5e-03,1.0e-03,2.9e-01,2.5e-01
54464562,2017 DO171,0.6466,119.5,42.224,38.35,13.13,215.79,354.67,0.0007547,2467861.71,1.31e+03,9.3e-04,3.2e-01,3.1e-02,1.7e-03,4.6e-04,9.9e-02,2.8e-02
54464566,2017 DP171,0.0122,44.92,44.370,6.36,124.70,203.69,232.72,0.003274,2499676.92,301,1.2e-03,2.1e-02,6.0e-02,1.2e-03,2.3e-02,6.3e+00,6.5e+00
