spkid,Name,e,a,q,i,om,w,ma,n,tp,per_y,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma
54198968,2015 VS207,0.6074,89.37,35.082,1.20,249.52,105.14,4.34,0.001167,2457083.08,845,2.6e-04,6.5e-02,2.4e-03,3.4e-04,4.6e-02,1.1e-01,2.1e-02
54199088,2015 VT207,0.3187,53.45,36.419,37.35,106.15,246.54,14.91,0.002522,2454887.07,391,3.3e-04,2.9e-02,6.7e-03,1.6e-04,1.6e-03,1.3e-01,6.6e-02
54199085,2015 VU207,0.0353,30.21,29.147,38.90,114.24,31.86,258.69,0.005935,2477871.09,166,2.7e-05,2.5e-03,3.0e-03,2.8e-05,2.0e-04,1.0e-01,1.0e-01
54199086,2015 VV207,0.4135,56.22,32.974,29.32,91.36,296.50,0.55,0.002338,2460566.37,422,2.7e-04,2.7e-02,2.9e-03,1.3e-04,1.7e-03,4.7e-02,1.7e-02
54200427,2015 VB208,0.6281,92.62,34.442,35.61,89.48,251.36,10.26,0.001106,2451523.73,891,5.8e-04,1.3e-01,9.8e-03,2.7e-04,1.4e-03,5.5e-02,1.9e-02
54199103,2015 XO480,0.1981,42.41,34.007,52.21,70.12,265.49,37.21,0.003569,2450374.23,276,7.1e-04,2.3e-02,1.9e-02,7.3e-04,1.3e-03,2.3e-01,1.3e-01
3841311,2016 AN278,0.2221,47.3,36.791,6.96,190.18,272.05,14.09,0.00303,2456149.80,325,8.5e-05,6.5e-03,1.1e-03,2.7e-05,1.4e-03,1.8e-02,1.3e-02
54464552,2016 AQ394,0.0737,40.68,37.681,18.95,183.95,154.00,171.75,0.003799,2415589.77,259,5.1e-04,2.7e-02,2.4e-02,2.4e-03,7.0e-03,2.0e+00,2.4e+00
3799867,2016 CD289,0.2503,53.11,39.819,30.60,340.49,340.86,175.53,0.002546,2391863.03,387,3.7e-04,2.2e-02,2.8e-02,1.9e-03,1.8e-03,6.2e-01,1.0e+00
3840679,2016 CN323,0.6446,98.52,35.012,13.04,295.45,271.27,340.90,0.001008,2479747.08,978,1.4e-02,3.0e+00,3.0e-01,4.2e-03,2.5e-04,4.7e-02,1.1e+00
54458180,2016 EH362,0.7809,68.02,14.905,8.32,233.68,169.66,22.42,0.001757,2448038.82,561,1.1e-03,2.9e-01,1.3e-02,4.1e-04,1.7e-02,3.6e-02,1.6e-01
54464970,2016 EC366,0.7564,159.1,38.748,37.35,306.93,224.73,359.24,0.0004912,2462345.16,2.01e+03,6.3e-04,4.3e-01,5.2e-03,3.3e-04,2.0e-04,1.1e-02,4.1e-03
54464972,2016 EE366,0.6931,94.92,29.135,10.68,121.91,154.96,352.21,0.001066,2468106.95,925,5.9e-02,1.5e+01,1.1e+00,8.9e-04,6.8e-02,2.2e+00,2.0e+00
54464973,2016 EF366,0.1807,39.24,32.146,18.27,59.52,71.26,69.24,0.00401,2443533.62,246,2.4e-04,1.0e-02,7.3e-03,1.1e-03,2.3e-03,5.0e-02,5.8e-02
54465843,2016 EE367,0.5204,74.37,35.667,10.17,349.19,131.04,21.77,0.001537,2446636.08,641,2.1e-03,2.2e-01,5.8e-02,1.5e-03,6.9e-04,2.0e-01,7.2e-02
54477604,2016 EW391,0.1511,48.04,40.781,11.15,212.80,224.59,58.24,0.00296,2441127.01,333,1.6e-02,2.9e-01,5.2e-01,1.1e-03,1.7e-02,2.5e+00,6.0e-01
54517560,2016 ER398,0.2888,55.97,39.804,12.52,259.03,294.61,337.62,0.002354,2470309.50,419,6.1e-03,2.3e-01,1.8e-01,9.6e-04,8.9e-03,8.9e-01,1.9e-01
3751854,2016 FU58,0.1416,43.23,37.113,23.87,335.95,246.83,334.94,0.003467,2468029.68,284,1.1e-02,1.1e-01,4.0e-01,5.1e-03,3.7e-03,4.2e+00,2.6e+00
3751860,2016 FX58,0.2839,54.31,38.891,22.92,331.98,328.40,275.01,0.002463,2495313.11,400,2.9e-04,4.6e-02,3.7e-02,1.2e-03,1.4e-03,1.3e-01,1.5e-01
3751840,2016 FG59,0.2832,62.09,44.506,24.64,321.78,219.62,10.55,0.002015,2455563.16,489,6.7e-04,6.8e-02,7.3e-03,3.0e-04,7.0e-04,3.3e-02,3.3e-02
3751844,2016 FL59,0.0266,43.11,41.965,6.93,276.98,258.77,19.66,0.003482,2455152.91,283,3.1e-05,1.7e-03,3.8e-04,1.0e-05,1.1e-03,8.0e-02,7.6e-02
3751846,2016 FN59,0.3881,58.24,35.638,5.77,229.37,278.62,21.65,0.002217,2451035.55,445,2.8e-05,3.0e-03,3.6e-04,6.3e-05,7.2e-04,2.9e-03,2.1e-03
3751847,2016 FO59,0.3560,56.88,36.629,19.29,202.48,316.65,17.95,0.002297,2452987.29,429,1.8e-03,2.0e-01,2.4e-02,5.3e-04,7.0e-04,1.4e-01,1.5e-01
3751834,2016 FC60,0.1864,42.18,34.321,7.75,308.70,250.52,0.06,0.003598,2460784.12,274,6.3e-05,4.5e-03,1.0e-03,7.7e-05,5.5e-04,1.1e-02,7.4e-03
3751836,2016 FD60,0.2042,45.77,36.421,15.93,202.57,259.54,67.25,0.003183,2439675.64,310,8.7e-05,8.6e-03,3.0e-03,1.3e-04,2.8e-04,2.8e-02,3.6e-02
54354330,2016 FK164,0.1401,44.11,37.925,27.64,344.33,34.38,208.92,0.003365,2505698.53,293,9.4e-04,1.8e-02,5.3e-02,2.2e-03,5.2e-03,1.0e+00,1.3e+00
54464985,2016 FX185,0.5382,77.37,35.725,9.91,123.88,163.42,339.13,0.001448,2475210.72,681,2.8e-03,3.6e-01,5.5e-02,2.6e-04,1.3e-02,4.6e-02,1.9e-01
54017331,2016 GZ276,0.7300,142.7,38.540,22.03,76.32,220.31,346.52,0.000578,2484124.96,1.71e+03,1.3e-02,5.8e+00,2.9e-01,4.0e-03,1.4e-02,5.7e-02,9.6e-01
54017341,2016 GA277,0.7643,152.2,35.871,19.43,112.72,178.88,350.76,0.0005249,2478403.44,1.88e+03,1.1e-02,6.3e+00,2.4e-01,3.7e-04,1.9e-02,1.1e-01,6.5e-01
54017342,2016 GB277,0.4911,78.79,40.095,31.38,36.92,256.26,317.68,0.001409,2490832.77,699,2.4e-02,2.6e+00,6.0e-01,7.1e-03,7.3e-03,8.2e-01,3.3e+00
54499786,2016 GG393,0.0637,44.14,41.329,2.41,73.07,217.41,271.89,0.003361,2487015.68,293,1.9e-03,3.2e-02,5.9e-02,7.3e-04,4.6e-02,8.3e-01,1.0e+00
54161015,2016 LP88,0.1213,46.45,40.813,25.28,63.30,302.03,259.52,0.003114,2493071.74,317,6.7e-04,1.9e-02,3.3e-02,1.8e-03,1.9e-04,2.1e-01,2.9e-01
54443032,2016 LQ88,0.0788,38.11,35.103,23.77,123.08,151.78,341.91,0.00419,2465118.62,235,1.7e-04,1.2e-02,4.6e-03,2.6e-04,1.2e-03,1.2e-01,1.1e-01
54161210,2016 LX89,0.1443,42.99,36.788,13.52,152.90,267.65,193.98,0.003496,2508285.68,282,2.7e-04,3.8e-02,4.1e-02,1.1e-04,1.4e-02,3.0e+00,4.0e+00
54161196,2016 LS90,0.1710,47.5,39.381,21.83,138.15,68.36,32.70,0.00301,2449936.94,327,4.2e-04,2.5e-02,1.4e-02,3.7e-04,4.4e-03,2.0e-01,1.4e-01
3802107,2016 PA101,0.0955,40.64,36.757,20.44,91.53,349.03,328.54,0.003805,2469069.30,259,7.0e-03,6.0e-02,2.3e-01,2.7e-03,1.4e-02,3.4e+00,2.4e+00
54196763,2016 PN219,0.1451,42.33,36.191,12.30,284.60,175.14,262.10,0.003578,2488162.10,275,1.7e-04,1.6e-02,1.6e-02,6.3e-04,3.8e-03,1.2e-01,1.3e-01
54197643,2016 PU219,0.0529,38.52,36.481,35.01,39.37,57.30,304.67,0.004123,2474220.80,239,1.1e-04,9.2e-03,9.3e-03,7.0e-04,3.5e-04,2.1e-01,2.0e-01
54199090,2016 PK220,0.2440,50.19,37.943,42.31,51.85,259.66,53.13,0.002772,2441633.02,356,6.1e-04,2.2e-02,1.8e-02,1.2e-03,1.0e-03,5.9e-02,4.5e-02
54199102,2016 PL220,0.5972,77.74,31.318,28.96,74.72,296.91,0.81,0.001438,2460235.93,685,2.1e-04,3.7e-02,5.6e-03,1.8e-04,2.0e-03,7.7e-02,1.5e-02
54199101,2016 PM220,0.1659,40.3,33.615,23.14,351.77,331.71,35.88,0.003852,2451485.55,256,2.3e-04,1.3e-02,7.7e-03,6.9e-04,2.4e-04,1.1e-01,8.1e-02
54199110,2016 PN220,0.1891,45.7,37.054,7.07,306.08,127.28,304.71,0.003191,2478128.87,309,5.7e-04,1.8e-02,1.5e-02,9.2e-04,6.8e-03,5.0e-02,7.8e-02
54199109,2016 PO220,0.0342,42.18,40.743,28.55,351.99,67.46,310.57,0.003597,2474540.33,274,3.1e-04,1.2e-02,1.2e-02,1.0e-03,1.9e-04,3.8e-01,3.6e-01
54199107,2016 PP220,0.1248,44.82,39.226,6.39,351.05,38.72,344.36,0.003285,2465562.49,300,1.9e-04,9.1e-03,6.7e-03,1.0e-03,1.2e-03,1.5e-01,1.1e-01
54199275,2016 PT220,0.0852,42.53,38.907,6.24,283.90,85.49,350.52,0.003554,2463467.41,277,3.4e-04,1.9e-02,6.0e-03,5.1e-04,9.4e-03,2.2e-01,1.9e-01
54452958,2016 PO296,0.3023,58.19,40.594,14.37,334.28,154.53,259.92,0.002221,2505865.92,444,4.2e-04,3.2e-02,1.7e-02,1.6e-03,2.1e-03,1.3e-01,2.1e-01
54465007,2016 PV298,0.1948,45.81,36.884,12.57,182.79,181.28,1.64,0.003179,2460286.11,310,7.6e-04,3.7e-02,5.2e-02,2.4e-03,2.3e-03,1.8e+00,1.2e+00
3771805,2016 QP85,0.3419,60.52,39.829,15.60,121.38,278.92,5.08,0.002093,2458373.19,471,1.8e-04,1.9e-02,3.1e-03,1.1e-04,3.8e-03,1.7e-01,7.9e-02
54196819,2016 QZ133,0.1012,48,43.144,12.05,136.43,135.99,93.03,0.002964,2429408.63,333,1.0e-03,2.3e-02,3.8e-02,8.4e-04,5.0e-03,1.8e-01,2.7e-01
54197617,2016 QL134,0.0499,44,41.802,8.90,125.64,298.85,328.64,0.003377,2470085.53,292,5.3e-04,1.4e-02,2.7e-02,4.0e-04,8.2e-03,7.5e-01,6.6e-01
54197642,2016 QM134,0.0249,44.32,43.217,4.54,108.74,90.93,189.08,0.00334,2511969.08,295,4.4e-04,2.2e-02,4.1e-02,4.7e-05,1.9e-02,3.2e+00,3.3e+00
54197644,2016 QN134,0.1609,44.02,36.936,5.74,130.55,281.46,343.54,0.003374,2465677.78,292,3.3e-04,1.5e-02,6.4e-03,3.6e-04,7.4e-03,9.1e-02,5.9e-02
54197640,2016 QO134,0.2967,43.98,30.932,16.93,174.51,174.08,25.77,0.003379,2453175.14,292,2.9e-04,2.0e-02,1.9e-03,4.0e-04,5.9e-04,1.3e-02,2.2e-02
54197670,2016 QP134,0.6367,94.7,34.404,24.41,171.53,269.78,344.93,0.001069,2474888.94,922,1.6e-03,3.3e-01,3.3e-02,1.8e-03,7.7e-04,2.7e-02,9.6e-02
54199108,2016 QV134,0.1900,42.65,34.542,7.95,120.61,294.62,349.83,0.003539,2463673.08,279,4.5e-04,2.0e-02,1.8e-02,2.1e-04,1.4e-02,3.1e-01,2.0e-01
54199106,2016 QW134,0.0695,42.16,39.232,22.81,52.91,348.59,349.72,0.0036,2463654.60,274,2.5e-04,1.2e-02,4.3e-03,6.8e-04,1.2e-03,2.7e-01,2.3e-01
54199111,2016 QX134,0.1005,43.91,39.491,10.89,261.37,154.12,298.68,0.003388,2478900.77,291,4.0e-04,1.9e-02,1.3e-02,3.5e-04,5.8e-03,1.4e-01,1.5e-01
54199112,2016 QY134,0.1616,44.42,37.245,10.43,280.23,125.20,317.05,0.003329,2473702.03,296,5.1e-04,2.5e-02,1.1e-02,6.1e-04,5.2e-03,8.9e-02,9.1e-02
54199113,2016 QZ134,0.1284,43.03,37.503,20.76,7.00,75.69,301.54,0.003492,2477540.77,282,6.9e-04,1.6e-02,2.7e-02,1.5e-03,4.8e-04,1.3e-01,1.0e-01
54199114,2016 QA135,0.2066,46.7,37.050,27.88,173.20,128.87,49.96,0.003088,2444621.94,319,1.9e-03,4.3e-02,5.8e-02,1.8e-03,6.1e-04,3.0e-01,6.6e-02
54199123,2016 QB135,0.1069,33.31,29.745,14.97,192.14,322.53,229.31,0.005127,2486289.53,192,5.6e-04,1.8e-02,2.4e-02,1.7e-03,9.8e-04,5.9e-01,7.3e-01
54199122,2016 QC135,0.1175,44.44,39.219,8.72,149.56,70.32,152.69,0.003327,2414901.77,296,3.5e-04,1.2e-02,2.0e-02,1.1e-03,6.5e-03,2.9e-01,3.8e-01
54199124,2016 QD135,0.1418,47.61,40.853,27.45,139.09,203.64,29.66,0.003001,2450917.20,328,9.7e-04,1.5e-02,3.7e-02,1.1e-03,3.1e-03,7.6e-01,5.4e-01
54199136,2016 QE135,0.1168,42.71,37.725,27.08,38.82,336.94,7.90,0.003531,2458561.91,279,1.9e-04,1.2e-02,3.0e-03,1.1e-03,1.1e-03,2.4e-01,1.9e-01
54199137,2016 QF135,0.2528,49,36.612,27.60,48.78,334.03,4.46,0.002873,2459248.69,343,1.8e-04,1.4e-02,1.7e-03,2.8e-04,3.2e-04,3.0e-02,1.7e-02
54199264,2016 QG135,0.1663,47.6,39.685,23.51,37.25,86.29,276.72,0.003001,2488553.88,328,6.9e-04,1.2e-02,2.8e-02,9.8e-04,1.2e-03,9.2e-02,1.7e-01
54442710,2016 QN158,0.1192,40.91,36.037,21.51,342.24,313.38,59.37,0.003766,2445035.14,262,1.4e-03,3.4e-02,4.1e-02,2.2e-03,1.4e-03,3.7e-01,2.5e-01
54196793,2016 RU81,0.0638,43.48,40.705,3.55,86.38,334.73,317.17,0.003438,2473256.80,287,8.9e-04,2.5e-02,2.2e-02,1.4e-04,2.4e-02,2.7e-01,2.1e-01
54196790,2016 RV81,0.1596,45.62,38.341,21.42,188.39,265.02,306.87,0.003198,2477411.80,308,4.5e-04,1.4e-02,1.5e-02,9.7e-04,2.5e-04,6.7e-02,6.7e-02
54196849,2016 RX81,0.0280,44.23,42.990,4.79,88.52,276.10,10.44,0.003351,2457684.44,294,2.7e-04,1.6e-02,3.6e-03,1.2e-04,1.3e-02,1.4e+00,1.4e+00
54197669,2016 RA82,0.0812,43.42,39.900,12.36,125.02,163.86,105.30,0.003444,2430229.30,286,2.3e-04,1.1e-02,1.1e-02,7.4e-05,5.4e-03,1.5e-01,1.8e-01
54198371,2016 RD82,0.1491,45.78,38.951,25.05,78.67,290.44,0.99,0.003182,2460489.54,310,3.2e-04,1.6e-02,6.4e-03,2.3e-04,3.3e-03,3.3e-01,2.4e-01
54198863,2016 RF82,0.4494,65.53,36.080,39.44,109.90,273.93,354.94,0.001858,2463526.54,530,3.2e-04,3.4e-02,8.7e-03,4.4e-04,1.3e-03,6.7e-02,2.0e-02
54198866,2016 RG82,0.0292,42.89,41.640,3.56,84.10,322.62,327.82,0.003508,2469972.37,281,8.1e-04,1.9e-02,2.6e-02,2.5e-04,2.9e-02,1.2e+00,1.1e+00
54198943,2016 RH82,0.0511,44.26,41.994,2.42,91.69,209.12,66.68,0.003348,2440883.01,294,7.3e-04,1.5e-02,3.8e-02,5.4e-05,4.2e-02,6.8e-01,5.9e-01
54198969,2016 RJ82,0.0991,38.61,34.783,55.87,79.85,350.69,291.80,0.004108,2477400.37,240,6.1e-04,9.1e-03,2.5e-02,2.5e-04,1.4e-03,1.1e-01,1.0e-01
54199092,2016 RK82,0.1466,43.06,36.744,20.82,107.92,325.70,333.91,0.003489,2468277.96,283,5.3e-04,1.5e-02,2.4e-02,1.7e-04,3.4e-03,2.7e-01,1.8e-01
54199115,2016 RL82,0.3151,53.56,36.682,22.96,62.64,354.48,353.70,0.002515,2463306.27,392,2.9e-04,1.8e-02,6.7e-03,9.2e-04,1.5e-03,8.1e-02,3.7e-02
54199121,2016 RM82,0.1130,45.48,40.344,29.95,130.57,191.81,44.07,0.003213,2447087.11,307,1.2e-03,2.4e-02,3.5e-02,9.8e-04,2.7e-03,5.3e-01,3.5e-01
54199128,2016 RN82,0.7010,109.6,32.764,24.45,115.03,265.37,0.39,0.000859,2460343.76,1.15e+03,2.9e-04,1.1e-01,1.9e-03,1.7e-04,1.1e-03,1.0e-02,1.4e-03
54199132,2016 RO82,0.1413,46.03,39.520,34.66,47.94,294.08,11.01,0.003156,2457312.92,312,2.2e-04,1.5e-02,3.4e-03,2.1e-04,6.3e-04,1.7e-01,1.3e-01
54199127,2016 RP82,0.1981,44.7,35.844,19.74,15.78,350.93,4.53,0.003298,2459426.99,299,3.0e-04,1.7e-02,6.1e-03,1.3e-03,1.1e-03,4.0e-01,2.6e-01
54199126,2016 RQ82,0.0630,45.17,42.325,4.34,127.40,154.10,80.89,0.003247,2435886.51,304,6.9e-04,1.4e-02,3.0e-02,8.7e-04,1.6e-02,2.4e-01,2.1e-01
54199125,2016 RR82,0.0407,44.04,42.246,2.31,39.24,120.95,210.94,0.003372,2504999.53,292,4.3e-04,1.6e-02,3.1e-02,1.2e-03,2.5e-02,1.1e+00,1.2e+00
54199134,2016 RS82,0.0390,43.22,41.531,2.87,59.85,181.43,124.23,0.003469,2424990.24,284,8.8e-04,2.3e-02,5.3e-02,8.2e-04,2.8e-02,6.6e-01,7.4e-01
54199131,2016 RT82,0.2400,46.98,35.706,20.51,4.11,38.03,343.82,0.003061,2466085.73,322,2.7e-04,1.5e-02,8.3e-03,1.0e-03,1.3e-04,8.3e-02,4.7e-02
54199266,2016 RW82,0.2743,52.55,38.138,28.19,38.36,321.49,333.20,0.002587,2471158.13,381,1.1e-03,7.9e-02,3.2e-02,1.9e-04,4.1e-03,1.7e-01,1.2e-01
54199268,2016 RX82,0.2039,47.31,37.664,13.33,43.38,357.09,345.92,0.003029,2465450.36,325,5.4e-04,3.3e-02,7.0e-03,4.9e-04,1.4e-03,9.7e-02,6.0e-02
54445320,2016 RN100,0.1783,39.57,32.513,6.08,307.94,204.99,221.35,0.00396,2495813.11,249,5.0e-03,2.1e-02,1.9e-01,2.7e-03,2.6e-02,3.1e+00,4.5e+00
54445321,2016 RO100,0.2757,50.91,36.874,6.61,305.81,66.32,358.02,0.002713,2461530.30,363,8.7e-04,5.5e-02,5.9e-02,1.2e-03,1.1e-02,1.2e+00,6.5e-01
54465148,2016 RP105,0.1131,46.53,41.262,7.94,208.35,216.75,309.52,0.003106,2477053.27,317,8.0e-03,3.7e-02,3.5e-01,2.5e-03,1.3e-02,2.0e+00,1.0e+00
3771806,2016 SS46,0.2554,41.03,30.551,15.04,142.24,282.54,357.13,0.00375,2461566.43,263,1.1e-04,7.4e-03,1.2e-03,9.1e-05,1.4e-03,1.4e-02,8.5e-03
3802105,2016 SW50,0.5163,74.15,35.865,32.43,61.14,334.20,2.24,0.001544,2459350.78,639,3.8e-03,4.4e-01,7.5e-02,8.6e-03,1.1e-02,2.5e+00,7.0e-01
3893221,2016 SQ55,0.1001,43.4,39.052,17.54,147.43,129.05,111.95,0.003448,2428328.63,286,2.4e-04,7.5e-03,9.3e-03,3.7e-04,2.2e-03,9.9e-02,1.3e-01
3841641,2016 SS55,0.4793,73.91,38.485,28.47,182.76,158.85,22.76,0.001551,2446125.86,635,2.9e-04,3.3e-02,6.5e-03,4.2e-04,5.2e-04,2.4e-02,1.5e-02
3893223,2016 SU55,0.0274,38.21,37.161,27.73,61.46,183.63,154.39,0.004173,2423806.78,236,1.7e-04,5.5e-03,1.0e-02,6.0e-04,8.4e-04,4.1e-01,4.4e-01
54198865,2016 SY55,0.1875,39.67,32.228,17.26,116.95,333.71,325.26,0.003945,2469605.43,250,1.4e-04,5.6e-03,4.8e-03,2.5e-05,1.4e-03,3.5e-02,2.4e-02
3893218,2016 SA56,0.2783,50.14,36.186,16.63,145.02,282.31,349.48,0.002776,2464588.60,355,2.0e-04,9.7e-03,5.1e-03,2.1e-04,1.7e-03,5.2e-02,2.4e-02
54198374,2016 SB56,0.0622,40.42,37.902,17.36,149.07,24.78,238.36,0.003836,2492511.22,257,1.8e-03,8.2e-03,7.0e-02,7.7e-04,5.5e-03,1.8e+00,2.1e+00
3841215,2016 SE56,0.5606,70.7,31.068,26.77,175.10,219.12,3.61,0.001658,2458625.89,594,2.2e-05,3.8e-03,1.4e-04,2.3e-05,3.3e-05,4.1e-04,2.8e-04
54199509,2016 SK56,0.1010,43.17,38.810,15.57,155.60,253.16,357.08,0.003475,2461640.73,284,1.3e-04,8.3e-03,2.1e-03,1.4e-04,8.5e-04,5.4e-02,4.4e-02
54198378,2016 SN56,0.2012,46.03,36.767,26.62,61.46,65.30,299.25,0.003156,2480048.99,312,7.9e-04,2.2e-02,2.1e-02,1.1e-03,1.3e-03,5.2e-02,1.2e-01
54199094,2016 SO56,0.3984,63.19,38.012,16.30,164.30,175.03,31.18,0.001962,2444909.73,502,6.4e-04,4.8e-02,1.5e-02,7.7e-04,3.6e-03,5.2e-02,3.4e-02
3841637,2016 SP56,0.2623,50.1,36.960,20.00,75.33,29.61,325.51,0.002779,2473211.15,355,7.9e-05,5.9e-03,1.7e-03,1.3e-04,2.7e-04,1.0e-02,1.1e-02
54200422,2016 SU56,0.3655,60.19,38.188,19.13,77.39,346.64,351.41,0.002111,2464871.01,467,1.3e-03,6.3e-02,3.8e-02,1.5e-03,5.0e-03,3.1e-01,1.1e-01
3989511,2016 SY56,0.1207,43.14,37.936,14.00,104.44,335.09,334.68,0.003478,2468078.89,283,2.1e-04,5.7e-03,7.7e-03,1.8e-04,2.2e-03,1.1e-01,7.5e-02
54200432,2016 SF57,0.2092,39.49,31.228,16.88,93.60,205.36,79.51,0.003972,2440781.08,248,2.9e-04,1.0e-02,8.4e-03,3.3e-04,2.3e-03,4.2e-02,6.2e-02
3989512,2016 SJ57,0.0742,36.62,33.901,15.31,145.07,271.31,357.05,0.004448,2461463.04,222,8.0e-05,3.2e-03,2.4e-03,1.4e-04,1.5e-03,1.4e-01,1.2e-01
3989513,2016 SU57,0.1880,45.91,37.279,23.35,186.80,143.19,59.08,0.003169,2442155.42,311,2.6e-04,8.7e-03,7.9e-03,4.9e-04,7.3e-04,4.0e-02,3.1e-02
3989514,2016 SW57,0.1793,46.66,38.294,13.52,100.79,27.65,299.42,0.003092,2480391.93,319,5.5e-04,1.2e-02,2.0e-02,3.3e-04,2.9e-03,4.5e-02,7.0e-02
3893224,2016 SZ57,0.1250,39.5,34.566,16.73,111.24,175.82,86.39,0.003969,2435503.62,248,3.8e-01,4.5e+00,1.1e+01,1.6e-02,5.2e-01,4.0e+01,8.5e+01
54198377,2016 SE58,0.1390,43.72,37.643,16.04,150.86,152.68,84.44,0.003409,2436034.41,289,1.2e-03,1.8e-02,4.0e-02,7.2e-04,4.9e-03,6.8e-02,1.5e-01
3841643,2016 SG58,0.8589,248.9,35.114,13.21,119.03,296.32,0.02,0.000251,2460739.50,3.93e+03,1.2e-04,2.1e-01,9.4e-04,2.5e-05,5.3e-04,3.9e-03,1.3e-04
54198376,2016 SJ58,0.2816,44.07,31.660,20.61,81.30,345.13,353.19,0.003369,2462820.67,293,2.2e-04,1.1e-02,5.5e-03,4.2e-04,1.3e-03,6.8e-02,3.4e-02
3893222,2016 SQ58,0.1166,36.62,32.353,22.69,170.06,202.03,30.43,0.004447,2453957.35,222,8.9e-05,4.4e-03,1.5e-03,2.8e-04,6.6e-04,5.9e-02,4.7e-02
54199507,2016 SR58,0.5615,80.99,35.515,28.86,60.11,313.56,9.41,0.001352,2453839.84,729,3.3e-04,5.6e-02,4.7e-03,7.1e-04,7.3e-04,5.7e-02,1.0e-02
3841638,2016 SV58,0.2742,45.37,32.931,13.59,132.63,305.23,346.25,0.003225,2465065.94,306,2.0e-04,8.9e-03,5.0e-03,7.5e-05,2.3e-03,4.3e-02,1.9e-02
54198379,2016 SA59,0.8482,257.9,39.159,21.52,174.69,200.69,1.81,0.0002379,2453198.83,4.14e+03,3.8e-04,6.2e-01,6.5e-03,5.7e-04,1.5e-03,4.5e-02,5.5e-03
54199506,2016 SC59,0.1430,44.69,38.299,13.85,137.79,238.01,21.22,0.003299,2454369.23,299,1.9e-04,1.1e-02,3.8e-03,2.7e-04,3.5e-03,1.5e-01,1.1e-01
54196759,2016 SJ105,0.0579,38.05,35.847,21.37,171.05,7.52,240.35,0.004199,2489295.24,235,4.3e-04,1.3e-02,2.4e-02,7.9e-04,2.6e-03,4.1e-01,4.7e-01
54197641,2016 SR105,0.5855,47.22,19.571,18.73,122.38,6.66,339.78,0.003037,2467457.08,324,5.4e-04,4.7e-02,7.7e-03,6.7e-05,3.6e-03,1.5e-02,4.5e-02
54198944,2016 SW105,0.1943,36.39,29.321,30.36,18.22,71.28,252.69,0.00449,2484703.36,220,7.9e-04,2.0e-02,2.8e-02,6.9e-04,3.2e-03,2.7e-01,4.1e-01
54199093,2016 SX105,0.3115,51.07,35.161,36.01,73.99,313.36,3.28,0.002701,2459584.59,365,2.1e-04,1.6e-02,3.1e-03,6.4e-04,1.6e-03,9.5e-02,4.7e-02
54199117,2016 SY105,0.2568,45.57,33.866,26.40,65.32,262.44,357.03,0.003204,2461726.00,308,1.1e-03,7.2e-02,9.9e-03,7.5e-04,3.4e-03,1.8e-01,9.7e-02
54199129,2016 SZ105,0.0352,43.07,41.552,2.93,135.65,289.94,309.17,0.003487,2475377.60,283,7.4e-04,2.1e-02,3.1e-02,1.2e-03,2.5e-02,7.8e-01,7.1e-01
54199267,2016 SB106,0.0362,44.21,42.607,4.55,91.29,353.26,290.94,0.003353,2481396.72,294,7.5e-04,1.3e-02,3.4e-02,3.9e-05,1.6e-02,3.7e-01,3.4e-01
54199273,2016 SD106,0.8847,370.3,42.690,4.80,219.49,162.99,359.47,0.0001383,2464664.78,7.13e+03,4.3e-04,1.4e+00,7.2e-03,4.7e-04,6.4e-03,2.9e-02,2.8e-03
3989515,2016 TS94,0.1838,39.62,32.337,36.67,157.11,186.89,49.97,0.003952,2448157.69,249,1.5e-04,6.7e-03,3.9e-03,2.4e-04,6.8e-04,3.8e-02,3.0e-02
3989516,2016 TT94,0.1671,42.18,35.133,31.67,105.99,210.17,61.10,0.003598,2443817.66,274,2.8e-04,9.3e-03,7.0e-03,8.2e-05,1.4e-03,4.2e-02,3.9e-02
54198973,2016 TW94,0.0674,43.01,40.111,28.88,134.20,194.10,72.35,0.003494,2440093.17,282,2.0e-03,1.5e-02,7.7e-02,2.9e-04,4.2e-03,7.4e-01,5.0e-01
3841644,2016 TY94,0.2521,49.3,36.868,25.65,108.82,279.62,6.53,0.002848,2458506.59,346,1.3e-04,9.8e-03,1.3e-03,4.5e-05,1.2e-03,7.3e-02,4.3e-02
54199095,2016 TZ94,0.1605,44.5,37.362,24.15,121.61,181.33,77.18,0.00332,2437553.08,297,1.0e-03,2.5e-02,2.8e-02,1.3e-04,3.5e-03,7.3e-02,1.4e-01
54198873,2016 TA95,0.4902,70.44,35.913,25.45,133.17,250.56,6.81,0.001667,2456713.32,591,1.5e-04,2.3e-02,1.3e-03,1.5e-04,1.3e-03,3.6e-02,1.1e-02
3802112,2016 TS97,0.3269,53.89,36.276,32.26,146.45,65.38,187.50,0.002491,2527035.16,396,2.4e-02,9.6e-01,6.6e-01,7.1e-02,3.5e-01,6.1e+01,1.1e+02
54017333,2016 TN120,0.1681,53.06,44.137,29.42,126.02,51.89,226.11,0.00255,2513301.51,386,1.7e-02,3.4e-01,6.4e-01,3.7e-03,4.3e-02,1.1e+01,1.6e+01
54017332,2016 TO120,0.3326,59.77,39.892,32.62,83.07,196.22,70.66,0.002133,2424656.60,462,1.6e-01,7.2e+00,4.9e+00,1.1e-02,2.7e-02,9.6e+00,3.0e+01
