,des,type,p,q,soi,a,e,i,q.1,Name
2545,K14UR7T, classical, m,0, S,42.624,0.065,5.79,39.85344,2014 UT277
2546,K14UR7U, classical, m,0, S,45.87,0.191,28.427,37.10883,2014 UU277
2547,K14UR7Y, classical, i,0, S,38.746,0.103,38.39,34.755162,2014 UY277
2548,K14UR8E, resonant,15,7, I,50.021,0.214,21.937,39.316506,2014 UE278
2549,K14V37T, resonant,3,2, S,39.464,0.231,33.32,30.347816,2014 VT37
2550,K14V37W, classical, m,0, S,42.083,0.133,48.785,36.485961,2014 VW37
2551,K14V39V, classical, m,0, S,43.94,0.014,1.629,43.32484,2014 VV39
2552,K14V43K, classical, m,0, S,43.784,0.065,10.111,40.93804,2014 VK43
2553,K14V43L, classical, m,0, S,42.636,0.074,4.764,39.480936,2014 VL43
2554,K14V43O, classical, m,0, S,43.918,0.047,40.143,41.853854,2014 VO43
2555,K14V43P, resonant,28,3, I,133.281,0.693,35.858,40.917267,2014 VP43
2556,K14Wo9C, resonant,3,2, S,39.511,0.256,9.269,29.396184,NaN
2557,K14Wo9M, resonant,5,3, S,42.253,0.119,24.121,37.224893,2014 WM249
2558,K14Wo9P, classical, m,0, S,44.96,0.089,8.34,40.95856,2014 WP249
2559,K14Wo9S, classical, m,0, S,44.311,0.037,2.737,42.671493,2014 WS249
2560,K14Wo9W, classical, m,0, S,42.644,0.132,20.389,37.014992,NaN
2561,K14Wp0B, resonant,3,2, S,39.498,0.232,12.624,30.334464,2014 WB250
2562,K14Wp0E, resonant,3,2, S,39.471,0.314,27.126,27.077106,2014 WE250
2563,K14Wp0O, resonant,3,2, S,39.37,0.183,6.724,32.16529,NaN
2564,K14Wp0R, resonant,3,2, S,39.357,0.266,11.088,28.888038,NaN
2565,K14Wp7M, resonant,2,1, S,47.688,0.065,19.484,44.58828,2014 WM257
2566,K14Wr6C, resonant,3,2, S,39.339,0.196,22.436,31.628556,NaN
2567,K14Wr6D, resonant,3,2, S,39.411,0.249,16.608,29.597661,2014 WD276
2568,K14Wt5Z, classical, m,0, S,45.791,0.205,31.975,36.403845,NaN
2569,K14Wt6A, resonant,3,1, S,62.509,0.362,23.842,39.880742,NaN
2570,K14Wt6B, resonant,57,2, I,280.346,0.848,24.158,42.612592,2014 WB296
2571,K14Wt6C, classical, m,0, S,45.952,0.084,36.372,42.092032,2014 WC296
2572,K14Wy1X, resonant,3,2, S,39.599,0.14,10.481,34.05514,2014 WX341
2573,K14Wy2A, classical, m,0, S,45.896,0.114,30.688,40.663856,NaN
2574,K14Wy2B, resonant,7,4, S,43.583,0.14,30.353,37.48138,2014 WB342
2575,K14Wy2C, classical, i,0, S,38.814,0.117,29.259,34.272762,2014 WC342
2576,K14Wy2D, classical, m,0, I,43.111,0.225,39.107,33.411025,2014 WD342
2577,K14Wy2E, detached,0,0, I,78.968,0.488,48.722,40.431616,2014 WE342
2578,K14Wy2F, detached,0,0, I,108.874,0.642,40.228,38.976892,2014 WF342
2579,K14Wy2G, classical, m,0, S,41.629,0.069,24.438,38.756599,NaN
2580,K14Wy2L, classical, m,0, S,40.849,0.02,22.988,40.03202,2014 WL342
2581,K14Wy2M, classical, m,0, S,47.063,0.14,35.897,40.47418,2014 WM342
2582,K14Wz6L, classical, m,0, S,46.804,0.18,24.848,38.37928,NaN
2583,K14X40Y, classical, m,0, S,47.237,0.148,29.064,40.245924,2014 XY40
2584,K14X40Z, classical, m,0, S,39.814,0.056,44.552,37.584416,2014 XZ40
2585,K14X47Z, classical, m,0, S,46.035,0.233,33.43,35.308845,2014 XZ47
2586,K14X48A, classical, m,0, S,46.74,0.205,26.58,37.1583,2014 XA48
2587,K14X48C, classical, m,0, S,41.29,0.13,28.195,35.9223,2014 XC48
2588,K14X54S, classical, m,0, S,46.998,0.22,28.926,36.65844,2014 XS54
2589,K14X54T, resonant,3,2, S,39.309,0.199,37.789,31.486509,2014 XT54
2590,K14Y50A, classical, m,0, S,46.429,0.17,23.877,38.53607,2014 YA50
2591,K14Y72R, resonant,3,2, S,39.352,0.144,26.789,33.685312,2014 YR72
2592,K14Y72T, classical, m,0, S,44.837,0.178,31.74,36.856014,2014 YT72
2593,K14Y72U, classical, m,0, S,46.52,0.146,30.178,39.72808,2014 YU72
2594,K14Y91W, classical, m,0, S,40.819,0.156,24.009,34.451236,2014 YW91
2595,K14Y91Z, resonant,2,1, SH,48.002,0.273,30.005,34.897454,2014 YZ91
2596,K14Y92B, resonant,1,1, S,30.153,0.101,30.807,27.107547,2014 YB92
2597,K14Y92D, detached,0,0, S,75.053,0.353,36.26,48.559291,2014 YD92
2598,K14Y92F, resonant,19,11, I,43.285,0.12,29.658,38.0908,2014 YF92
2599,K14Y92G, resonant,2,1, S,47.723,0.192,26.627,38.560184,2014 YG92
2600,K14Y92H, classical, i,0, S,38.706,0.072,29.934,35.919168,2014 YH92
2601,K14Y92K, classical, m,0, S,39.744,0.063,54.791,37.240128,2014 YK92
2602,K14YA0D, resonant,3,2, S,39.559,0.295,25.317,27.889095,2014 YD100
2603,K15AS1J, resonant,19,11, S,43.27,0.128,26.811,37.73144,2015 AJ281
2604,K15AS1L, classical, m,0, S,46.069,0.084,3.487,42.199204,2015 AL281
2605,K15AT3Q, classical, m,0, S,43.853,0.206,33.008,34.819282,2015 AQ293
2606,K15AU4N, detached,0,0, I,131.355,0.701,32.014,39.275145,2015 AN304
2607,K15AU9B, resonant,3,2, IH,39.739,0.234,24.19,30.440074,2015 AB309
2608,K15Bp8P, resonant,7,4, S,43.634,0.18,10.153,35.77988,2015 BP258
2609,K15Bp8Q, classical, m,0, S,41.501,0.053,16.023,39.301447,NaN
2610,K15Bp8S, classical, m,0, S,41.859,0.108,28.552,37.338228,2015 BS258
2611,K15Bp8Y, resonant,2,1, SH,47.487,0.214,26.162,37.324782,2015 BY258
2612,K15Bp9A, resonant,3,2, S,39.444,0.217,2.814,30.884652,2015 BA259
2613,K15DO9A, resonant,5,3, S,42.226,0.293,19.837,29.853782,2015 DA249
2614,K15DO9B, classical, m,0, S,45.212,0.18,23.448,37.07384,2015 DB249
2615,K15DO9C, resonant,13,8, I,41.562,0.089,20.616,37.862982,2015 DC249
2616,K15DP0Z, classical, m,0, S,42.668,0.141,21.966,36.651812,2015 DZ250
2617,K15DV9M, scattering,0,0, I,282.734,0.86,6.838,39.58276,2015 DM319
2618,K15Fd2W, classical, m,0, S,44.636,0.085,3.092,40.84194,NaN
2619,K15Fe3V, classical, m,0, I,47.399,0.192,11.922,38.298392,2015 FV143
2620,K15FY5R, resonant,3,2, S,39.372,0.136,13.582,34.017408,2015 FR345
2621,K15FY5S, classical, m,0, S,46.558,0.125,3.489,40.73825,2015 FS345
2622,K15G50Q, classical, m,0, S,46.217,0.167,11.549,38.498761,2015 GQ50
2623,K15G54F, resonant,3,2, S,39.33,0.276,10.709,28.47492,2015 GF54
2624,K15G54G, resonant,3,2, S,39.499,0.262,0.89,29.150262,2015 GG54
2625,K15G54H, resonant,3,2, S,39.375,0.259,18.046,29.176875,2015 GH54
2626,K15G54J, resonant,3,2, S,39.204,0.2,19.142,31.3632,2015 GJ54
2627,K15G54K, resonant,3,2, S,39.503,0.313,30.529,27.138561,2015 GK54
2628,K15G54L, resonant,3,2, S,39.519,0.238,1.247,30.113478,2015 GL54
2629,K15G54M, resonant,3,2, S,39.545,0.234,9.139,30.29147,2015 GM54
2630,K15G54N, resonant,3,2, S,39.548,0.168,1.226,32.903936,2015 GN54
2631,K15G54O, resonant,3,2, I,39.221,0.273,10.207,28.513667,2015 GO54
2632,K15G54P, resonant,3,2, S,39.385,0.295,10.909,27.766425,2015 GP54
2633,K15G54Q, resonant,3,2, S,39.376,0.178,10.723,32.367072,2015 GQ54
2634,K15G54R, resonant,3,2, S,39.278,0.225,9.986,30.44045,2015 GR54
2635,K15G54S, resonant,3,2, S,39.605,0.238,3.576,30.17901,2015 GS54
2636,K15G54T, resonant,3,2, S,39.243,0.184,6.312,32.022288,2015 GT54
2637,K15G54U, resonant,3,2, S,39.392,0.099,5.582,35.492192,2015 GU54
2638,K15G54V, resonant,3,2, S,39.551,0.235,3.101,30.256515,2015 GV54
2639,K15G54W, resonant,3,2, S,39.378,0.185,3.394,32.09307,2015 GW54
2640,K15G54X, resonant,3,2, S,39.353,0.16,13.512,33.05652,2015 GX54
2641,K15G54Y, resonant,3,2, S,39.302,0.119,3.572,34.625062,2015 GY54
2642,K15G55C, resonant,7,4, S,43.672,0.082,2.02,40.090896,2015 GC55
2643,K15G55D, resonant,7,4, I,43.561,0.112,5.619,38.682168,2015 GD55
2644,K15G55E, resonant,7,4, I,43.627,0.058,1.774,41.096634,2015 GE55
2645,K15G55F, resonant,7,4, S,43.61,0.247,5.319,32.83833,2015 GF55
2646,K15G55G, resonant,7,4, S,43.522,0.162,2.955,36.471436,2015 GG55
2647,K15G55H, classical, m,0, S,43.77,0.119,4.555,38.56137,2015 GH55
2648,K15G55J, resonant,7,4, S,43.794,0.171,3.912,36.305226,2015 GJ55
2649,K15G55L, resonant,7,4, S,43.664,0.053,11.293,41.349808,2015 GL55
2650,K15G55O, resonant,5,3, S,42.399,0.122,8.388,37.226322,2015 GO55
2651,K15G55P, resonant,4,3, S,36.388,0.119,10.376,32.057828,2015 GP55
2652,K15G55Q, classical, m,0, S,42.83,0.097,20.693,38.67549,2015 GQ55
2653,K15G55S, classical, m,0, S,44.146,0.195,24.832,35.53753,2015 GS55
2654,K15G55T, scattering,0,0, I,45.967,0.249,11.745,34.521217,2015 GT55
2655,K15G56B, detached,0,0, I,91.071,0.544,29.457,41.528376,2015 GB56
2656,K15G56E, classical, m,0, S,43.091,0.053,0.036,40.807177,2015 GE56
2657,K15G56F, classical, m,0, S,42.682,0.01,1.655,42.25518,2015 GF56
2658,K15G56G, classical, m,0, S,43.517,0.086,3.528,39.774538,2015 GG56
2659,K15G56H, classical, m,0, S,46.191,0.234,37.472,35.382306,2015 GH56
2660,K15G56J, classical, m,0, S,43.807,0.068,3.631,40.828124,2015 GJ56
2661,K15G56K, classical, m,0, S,44.532,0.107,2.072,39.767076,2015 GK56
2662,K15G56L, classical, m,0, S,40.062,0.084,17.778,36.696792,2015 GL56
2663,K15G56M, classical, m,0, S,43.811,0.049,2.005,41.664261,2015 GM56
2664,K15G56N, classical, m,0, S,42.654,0.046,2.83,40.691916,2015 GN56
2665,K15G56O, classical, m,0, S,46.61,0.062,10.96,43.72018,2015 GO56
2666,K15G56P, classical, m,0, S,41.731,0.171,30.188,34.594999,2015 GP56
2667,K15G56Q, classical, m,0, S,42.985,0.105,18.135,38.471575,2015 GQ56
2668,K15G56R, classical, m,0, S,44.143,0.033,1.263,42.686281,2015 GR56
2669,K15G56S, classical, m,0, S,43.234,0.019,0.595,42.412554,2015 GS56
2670,K15G56T, classical, m,0, S,45.707,0.062,11.308,42.873166,2015 GT56
2671,K15G56U, classical, m,0, S,43.437,0.047,2.558,41.395461,2015 GU56
2672,K15G56V, classical, m,0, S,45.922,0.111,1.453,40.824658,2015 GV56
2673,K15G56W, classical, m,0, S,45.317,0.105,1.64,40.558715,2015 GW56
2674,K15G56X, classical, m,0, S,44.321,0.078,2.058,40.863962,2015 GX56
2675,K15G56Y, classical, m,0, S,43.347,0.048,0.77,41.266344,2015 GY56
2676,K15G56Z, classical, m,0, S,44.123,0.067,0.746,41.166759,2015 GZ56
2677,K15G57A, classical, m,0, S,43.895,0.078,1.938,40.47119,2015 GA57
2678,K15G57B, classical, m,0, S,44.162,0.072,1.253,40.982336,2015 GB57
2679,K15G57C, classical, m,0, S,44.206,0.077,1.481,40.802138,2015 GC57
2680,K15G57D, classical, m,0, S,46.317,0.082,2.799,42.519006,2015 GD57
2681,K15G57E, classical, m,0, S,42.951,0.016,2.626,42.263784,2015 GE57
2682,K15G57F, classical, m,0, S,46.672,0.161,0.811,39.157808,2015 GF57
2683,K15G57G, classical, m,0, S,44.041,0.062,1.186,41.310458,2015 GG57
2684,K15G57H, classical, m,0, S,42.842,0.02,1.355,41.98516,2015 GH57
2685,K15G57J, classical, m,0, S,43.324,0.031,1.328,41.980956,2015 GJ57
2686,K15G57K, classical, m,0, S,44.03,0.095,2.38,39.84715,2015 GK57
2687,K15G57L, classical, m,0, S,43.111,0.015,1.247,42.464335,2015 GL57
2688,K15G57M, classical, m,0, S,44.035,0.069,3.223,40.996585,2015 GM57
2689,K15G57N, classical, m,0, S,44.934,0.045,1.175,42.91197,2015 GN57
2690,K15G57O, classical, m,0, S,43.186,0.037,1.095,41.588118,2015 GO57
2691,K15G57P, classical, m,0, S,45.273,0.17,4.456,37.57659,2015 GP57
2692,K15G57Q, classical, m,0, I,44.996,0.109,0.921,40.091436,2015 GQ57
2693,K15G57R, classical, m,0, S,43.953,0.056,1.686,41.491632,2015 GR57
2694,K15G57S, classical, m,0, S,43.985,0.044,1.83,42.04966,2015 GS57
2695,K15G57T, classical, m,0, S,43.92,0.068,2.286,40.93344,2015 GT57
2696,K15G57U, classical, m,0, S,44.126,0.079,2.38,40.640046,2015 GU57
2697,K15G57V, classical, m,0, S,42.963,0.048,2.295,40.900776,2015 GV57
2698,K15G57W, classical, m,0, S,44.923,0.05,3.833,42.67685,2015 GW57
2699,K15G57X, classical, m,0, S,45.633,0.181,14.365,37.373427,2015 GX57
2700,K15G57Y, classical, m,0, S,43.888,0.072,2.311,40.728064,2015 GY57
2701,K15G57Z, classical, m,0, S,44.239,0.065,3.7,41.363465,2015 GZ57
2702,K15G58A, classical, m,0, S,41.856,0.148,17.416,35.661312,2015 GA58
2703,K15G58B, classical, m,0, S,43.985,0.11,4.429,39.14665,2015 GB58
2704,K15G58C, classical, m,0, S,44.115,0.025,2.93,43.012125,2015 GC58
2705,K15G58D, classical, m,0, S,43.58,0.081,3.259,40.05002,2015 GD58
2706,K15G58E, classical, m,0, S,42.787,0.03,3.546,41.50339,2015 GE58
2707,K15G58F, classical, m,0, S,43.953,0.082,3.127,40.348854,2015 GF58
2708,K15G58G, classical, m,0, S,44.165,0.066,1.975,41.25011,2015 GG58
2709,K15G58H, classical, m,0, S,43.5,0.029,2.188,42.2385,2015 GH58
2710,K15G58J, classical, m,0, S,45.316,0.119,3.563,39.923396,2015 GJ58
2711,K15G58K, classical, m,0, S,44.081,0.092,5.576,40.025548,2015 GK58
2712,K15G58L, classical, m,0, S,44.368,0.059,1.977,41.750288,2015 GL58
2713,K15G58M, classical, m,0, S,43.774,0.055,2.83,41.36643,2015 GM58
2714,K15G58N, classical, m,0, S,46.063,0.105,3.061,41.226385,2015 GN58
2715,K15G58O, classical, m,0, S,44.27,0.045,4.264,42.27785,2015 GO58
2716,K15G58P, classical, m,0, S,44.035,0.072,2.614,40.86448,2015 GP58
2717,K15G58Q, classical, m,0, S,45.648,0.128,2.082,39.805056,2015 GQ58
2718,K15G58R, classical, m,0, S,44.009,0.081,2.34,40.444271,2015 GR58
2719,K15G58S, classical, m,0, S,43.264,0.065,1.509,40.45184,2015 GS58
2720,K15G58T, classical, m,0, S,43.876,0.069,2.188,40.848556,2015 GT58
2721,K15G58U, classical, m,0, S,44.264,0.079,2.751,40.767144,2015 GU58
2722,K15G58V, classical, m,0, S,42.96,0.018,2.117,42.18672,2015 GV58
2723,K15G58W, classical, m,0, S,45.392,0.127,12.256,39.627216,2015 GW58
2724,K15G58X, classical, m,0, I,43.725,0.073,3.911,40.533075,2015 GX58
2725,K15G58Y, classical, m,0, I,44.527,0.065,2.914,41.632745,2015 GY58
2726,K15G58Z, classical, m,0, S,42.757,0.061,5.019,40.148823,2015 GZ58
2727,K15G59A, classical, m,0, S,44.345,0.102,4.031,39.82181,2015 GA59
2728,K15G59B, classical, m,0, S,42.886,0.076,4.57,39.626664,2015 GB59
2729,K15G59C, classical, m,0, S,43.389,0.033,1.977,41.957163,2015 GC59
2730,K15G59D, classical, m,0, S,44.691,0.088,3.194,40.758192,2015 GD59
2731,K15G59E, classical, m,0, S,43.171,0.032,12.58,41.789528,2015 GE59
2732,K15G59F, classical, m,0, S,42.991,0.069,2.468,40.024621,2015 GF59
2733,K15G59G, classical, m,0, S,46.789,0.164,7.554,39.115604,2015 GG59
2734,K15G59H, classical, m,0, S,43.354,0.046,5.26,41.359716,2015 GH59
2735,K15G59J, classical, m,0, S,45.085,0.044,4.328,43.10126,2015 GJ59
2736,K15G65R, resonant,3,2, S,39.301,0.289,2.012,27.943011,2015 GR65
2737,K15HJ5F, resonant,7,4, S,43.618,0.221,6.151,33.978422,2015 HF195
2738,K15HJ6Z, classical, m,0, S,43.143,0.042,1.822,41.330994,2015 HZ196
2739,K15KG2H, detached,0,0, S,61.796,0.332,28.86,41.279728,2015 KH162
2740,K15KG3C, resonant,17,9, I,46.225,0.167,3.142,38.505425,2015 KC163
2741,K15KG3G, scattering,0,0, I,679.855,0.94,13.994,40.7913,2015 KG163
2742,K15KG3H, resonant,23,2, I,152.97,0.739,27.137,39.92517,2015 KH163
2743,K15KH2E, resonant,9,1, I,129.8,0.66,38.361,44.132,2015 KE172
2744,K15KH2G, detached,0,0, I,55.544,0.265,32.337,40.82484,2015 KG172
2745,K15KH3C, resonant,3,2, S,39.378,0.134,17.072,34.101348,2015 KC173
2746,K15KH3D, resonant,3,2, S,39.468,0.25,7.039,29.601,2015 KD173
2747,K15KH3E, resonant,3,2, S,39.351,0.254,8.117,29.355846,2015 KE173
2748,K15KH3F, resonant,3,2, S,39.36,0.257,15.335,29.24448,2015 KF173
2749,K15KH3G, resonant,3,2, S,39.465,0.282,7.147,28.33587,2015 KG173
2750,K15KH3H, resonant,3,2, S,39.513,0.287,9.708,28.172769,2015 KH173
2751,K15KH3J, resonant,3,2, S,39.316,0.109,11.101,35.030556,2015 KJ173
2752,K15KH3K, resonant,3,2, S,39.235,0.256,10.46,29.19084,2015 KK173
2753,K15KH3L, resonant,3,2, S,39.436,0.327,10.38,26.540428,2015 KL173
2754,K15KH3M, resonant,3,2, S,39.469,0.228,8.264,30.470068,2015 KM173
2755,K15KH3N, resonant,3,2, S,39.556,0.193,7.983,31.921692,2015 KN173
2756,K15KH3O, resonant,3,2, S,39.464,0.194,13.047,31.807984,2015 KO173
2757,K15KH3P, resonant,3,2, S,39.321,0.223,7.331,30.552417,2015 KP173
2758,K15KH3Q, resonant,3,2, S,39.349,0.257,38.557,29.236307,2015 KQ173
2759,K15KH3R, resonant,3,2, S,39.308,0.113,6.945,34.866196,2015 KR173
2760,K15KH3S, resonant,3,2, S,39.347,0.183,31.152,32.146499,2015 KS173
2761,K15KH3T, resonant,3,2, S,39.599,0.246,6.687,29.857646,2015 KT173
2762,K15KH3U, resonant,3,2, S,39.417,0.213,14.029,31.021179,2015 KU173
2763,K15KH3V, resonant,3,2, S,39.535,0.174,6.736,32.65591,2015 KV173
2764,K15KH3W, resonant,3,2, S,39.423,0.199,19.542,31.577823,2015 KW173
2765,K15KH3X, resonant,2,1, S,47.911,0.238,15.529,36.508182,2015 KX173
2766,K15KH4A, resonant,7,4, S,43.668,0.122,13.659,38.340504,2015 KA174
2767,K15KH4B, resonant,7,4, S,43.637,0.068,5.981,40.669684,2015 KB174
2768,K15KH4E, resonant,5,2, S,55.443,0.29,24.065,39.36453,2015 KE174
2769,K15KH4J, resonant,5,3, S,42.37,0.098,10.563,38.21774,2015 KJ174
2770,K15KH4K, resonant,5,3, S,42.294,0.238,9.62,32.228028,2015 KK174
2771,K15KH4L, resonant,5,3, I,42.351,0.143,20.1,36.294807,2015 KL174
2772,K15KH4M, resonant,5,3, SH,42.236,0.211,14.42,33.324204,2015 KM174
2773,K15KH4N, classical, m,0, I,45.678,0.196,11.174,36.725112,2015 KN174
2774,K15KH4Q, classical, o,0, S,55.001,0.111,24.398,48.895889,2015 KQ174
2775,K15KH4Z, detached,0,0, S,48.368,0.296,14.718,34.051072,2015 KZ174
2776,K15KH5A, classical, m,0, S,43.334,0.072,8.772,40.213952,2015 KA175
2777,K15KH5B, classical, m,0, S,42.129,0.107,9.355,37.621197,2015 KB175
2778,K15KH5C, classical, m,0, S,46.225,0.21,29.792,36.51775,2015 KC175
2779,K15KH5D, classical, m,0, S,46.004,0.186,26.236,37.447256,2015 KD175
2780,K15KH5E, classical, m,0, S,45.735,0.122,7.222,40.15533,2015 KE175
2781,K15KH5F, classical, m,0, S,45.216,0.181,8.605,37.031904,2015 KF175
2782,K15KH5G, classical, m,0, S,43.466,0.076,7.33,40.162584,2015 KG175
2783,K15KH5H, classical, m,0, S,40.284,0.071,17.585,37.423836,2015 KH175
2784,K15KH5J, classical, m,0, S,42.922,0.116,39.451,37.943048,2015 KJ175
2785,K15KH5K, classical, m,0, S,45.145,0.143,8.827,38.689265,2015 KK175
2786,K15KH5L, classical, m,0, S,44.81,0.128,8.637,39.07432,2015 KL175
2787,K15KH5M, classical, m,0, S,46.475,0.081,8.251,42.710525,2015 KM175
2788,K15KH5N, classical, m,0, S,47.276,0.122,12.766,41.508328,2015 KN175
2789,K15KH5O, classical, m,0, IH,40.369,0.086,31.003,36.897266,2015 KO175
2790,K15KH5P, classical, m,0, S,44.833,0.126,10.615,39.184042,2015 KP175
2791,K15KH5Q, classical, m,0, S,42.946,0.103,13.022,38.522562,2015 KQ175
2792,K15KH5R, classical, m,0, S,44.073,0.102,15.626,39.577554,2015 KR175
2793,K15KH5S, classical, m,0, S,45.285,0.104,7.691,40.57536,2015 KS175
2794,K15KH5T, classical, m,0, S,45.301,0.069,7.125,42.175231,2015 KT175
2795,K15KH5U, classical, m,0, S,43.93,0.048,7.065,41.82136,2015 KU175
2796,K15KH5V, classical, m,0, S,45.443,0.161,19.273,38.126677,2015 KV175
2797,K15KH5W, classical, m,0, S,46.276,0.148,6.352,39.427152,2015 KW175
2798,K15KH5X, classical, m,0, S,45.681,0.072,5.896,42.391968,2015 KX175
2799,K15KH5Y, classical, m,0, I,44.518,0.049,7.676,42.336618,2015 KY175
2800,K15KH5Z, classical, m,0, S,46.944,0.194,18.674,37.836864,2015 KZ175
2801,K15KH6A, classical, m,0, S,44.294,0.144,6.198,37.915664,2015 KA176
2802,K15KH6B, classical, m,0, S,45.176,0.182,27.491,36.953968,2015 KB176
2803,K15KH6C, classical, m,0, S,41.967,0.105,11.034,37.560465,2015 KC176
2804,K15KH6D, classical, m,0, S,46.136,0.152,11.513,39.123328,2015 KD176
2805,K15KH8G, resonant,3,2, S,39.366,0.277,27.49,28.461618,2015 KG178
2806,K15KH8K, classical, i,0, S,36.89,0.014,22.886,36.37354,2015 KK178
2807,K15KJ9L, classical, m,0, S,43.545,0.037,5.672,41.933835,2015 KL199
2808,K15KJ9M, resonant,3,2, S,39.478,0.185,6.575,32.17457,2015 KM199
2809,K15KJ9N, classical, m,0, S,45.095,0.052,4.839,42.75006,2015 KN199
2810,K15MF0L, classical, m,0, S,43.627,0.045,6.48,41.663785,2015 ML150
2811,K15PV2F, classical, m,0, S,45.265,0.091,17.994,41.145885,2015 PF312
2812,K15PV2L, classical, m,0, S,41.881,0.135,26.122,36.227065,2015 PL312
2813,K15Q14L, classical, m,0, IH,43.585,0.116,12.194,38.52914,2015 QL14
2814,K15Q23W, classical, m,0, S,47.457,0.039,20.869,45.606177,2015 QW23
2815,K15Q33W, classical, m,0, I,45.927,0.174,21.527,37.935702,2015 QW33
2816,K15Q33Y, classical, m,0, S,42.923,0.036,32.676,41.377772,2015 QY33
2817,K15RO5T, classical, m,0, S,44.387,0.084,0.958,40.658492,2015 RT245
2818,K15RO5X, scattering,0,0, I,423.969,0.893,12.138,45.364683,2015 RX245
2819,K15RR7C, resonant,23,12, I,46.395,0.16,24.306,38.9718,2015 RC277
2820,K15RR7J, classical, m,0, S,46.704,0.204,5.52,37.176384,2015 RJ277
2821,K15RR7R, resonant,3,2, S,39.385,0.241,8.001,29.893215,2015 RR277
2822,K15RR7S, resonant,3,2, S,39.414,0.185,3.921,32.12241,2015 RS277
2823,K15RR7T, resonant,3,2, S,39.571,0.176,5.457,32.606504,2015 RT277
2824,K15RR7U, resonant,3,2, S,39.333,0.249,16.27,29.539083,2015 RU277
2825,K15RR7V, resonant,3,2, S,39.323,0.165,5.772,32.834705,2015 RV277
2826,K15RR7W, resonant,1,1, I,30.016,0.077,30.827,27.704768,2015 RW277
2827,K15RR7X, resonant,2,1, S,47.642,0.206,0.073,37.827748,2015 RX277
2828,K15RR8B, resonant,4,1, I,75.655,0.439,27.694,42.442455,2015 RB278
2829,K15RR8C, classical, m,0, I,43.706,0.084,4.571,40.034696,2015 RC278
2830,K15RR8D, resonant,7,4, S,43.653,0.113,2.61,38.720211,2015 RD278
2831,K15RR8E, resonant,7,4, IH,43.633,0.074,6.872,40.404158,2015 RE278
2832,K15RR8F, resonant,7,4, SH,43.635,0.083,2.383,40.013295,2015 RF278
2833,K15RR8G, resonant,7,4, S,43.628,0.169,3.558,36.254868,2015 RG278
2834,K15RR8J, resonant,5,3, S,42.183,0.156,5.209,35.602452,2015 RJ278
2835,K15RR8K, resonant,5,3, S,42.309,0.154,9.779,35.793414,2015 RK278
2836,K15RR8M, resonant,15,8, I,45.766,0.184,22.211,37.345056,2015 RM278
2837,K15RR8O, resonant,13,7, S,45.438,0.238,25.362,34.623756,2015 RO278
2838,K15RR8P, resonant,12,7, SH,43.126,0.166,7.185,35.967084,2015 RP278
2839,K15RR8Q, classical, m,0, S,45.951,0.101,18.363,41.309949,2015 RQ278
2840,K15RR8T, resonant,11,6, S,45.055,0.194,17.96,36.31433,2015 RT278
2841,K15RR8Y, classical, i,0, S,38.848,0.057,1.097,36.633664,2015 RY278
2842,K15RR9F, scattering,0,0, I,42.894,0.241,6.932,32.556546,2015 RF279
2843,K15RR9L, classical, m,0, S,44.207,0.033,0.46,42.748169,2015 RL279
2844,K15RR9M, classical, m,0, S,44.107,0.064,0.156,41.284152,2015 RM279
2845,K15RR9N, classical, m,0, S,42.849,0.112,15.509,38.049912,2015 RN279
2846,K15RR9O, classical, m,0, S,45.492,0.063,0.531,42.626004,2015 RO279
2847,K15RR9P, classical, m,0, S,44.071,0.062,1.926,41.338598,2015 RP279
2848,K15RR9Q, classical, m,0, S,46.746,0.171,2.929,38.752434,2015 RQ279
2849,K15RR9R, classical, m,0, S,44.211,0.083,0.83,40.541487,2015 RR279
2850,K15RR9S, classical, m,0, S,44.165,0.039,0.717,42.442565,2015 RS279
2851,K15RR9T, classical, m,0, S,43.791,0.035,2.209,42.258315,2015 RT279
2852,K15RR9U, classical, m,0, S,46.216,0.132,5.089,40.115488,2015 RU279
2853,K15RR9V, classical, m,0, I,45.468,0.139,1.465,39.147948,2015 RV279
2854,K15RR9W, classical, m,0, S,43.908,0.079,1.499,40.439268,2015 RW279
2855,K15RR9X, classical, m,0, S,43.172,0.043,16.024,41.315604,2015 RX279
2856,K15RR9Y, classical, m,0, S,44.789,0.175,17.755,36.950925,2015 RY279
2857,K15RR9Z, classical, m,0, S,43.56,0.071,3.566,40.46724,2015 RZ279
2858,K15RS0A, classical, m,0, S,44.851,0.096,1.968,40.545304,2015 RA280
2859,K15RS0B, classical, m,0, S,43.792,0.073,2.17,40.595184,2015 RB280
2860,K15RS0C, classical, m,0, S,43.288,0.047,0.461,41.253464,2015 RC280
2861,K15RS0D, classical, m,0, S,44.647,0.109,1.491,39.780477,2015 RD280
2862,K15RS0E, classical, m,0, S,44.31,0.043,0.997,42.40467,2015 RE280
2863,K15RS0F, classical, m,0, S,42.978,0.087,20.206,39.238914,2015 RF280
2864,K15RS0G, classical, m,0, S,42.631,0.055,1.909,40.286295,2015 RG280
2865,K15RS0H, classical, m,0, S,44.953,0.107,2.398,40.143029,2015 RH280
2866,K15RS0J, classical, m,0, S,45.354,0.067,1.457,42.315282,2015 RJ280
2867,K15RS0K, classical, m,0, S,45.405,0.063,23.82,42.544485,2015 RK280
