Name,a(AU),e,sinI,n(deg/yr),g("/yr),s("/yr),lam-fit(deg),My
1673,0.00000029,0.0000161,0.0000052,0.000007,0.011513,0.010131,5.7666,-2
1674,0.00000022,0.0000089,0.0000009,0.000010,0.022757,0.012125,5.6884,-2
1675,0.00002931,0.0009767,0.0007232,0.001951,0.023153,0.019690,967.2497,2
1676,0.00000797,0.0003465,0.0003806,0.000651,0.009116,0.030573,335.7792,2
1677,0.00000023,0.0001752,0.0000951,0.000014,0.017895,0.005371,9.2469,-2
1678,0.00000110,0.0000087,0.0000179,0.000081,0.013409,0.008027,33.0178,-2
1679,0.00005982,0.0000678,0.0000398,0.002876,0.030613,0.006378,1249.2951,-2
1680,0.00000005,0.0000570,0.0000071,0.000002,0.005654,0.006216,1.4904,-2
1681,0.00000226,0.0002349,0.0000095,0.000221,0.008340,0.017073,167.5394,-2
1682,0.00000725,0.0010251,0.0008970,0.000241,0.023150,0.039714,224.8207,2
1683,0.00000008,0.0000893,0.0000504,0.000003,0.003100,0.005136,2.7324,-2
1684,0.00002054,0.0000146,0.0000041,0.000518,0.007052,0.008350,308.1638,-2
1686,0.00000024,0.0000086,0.0000013,0.000009,0.018096,0.011529,4.8904,-2
1687,0.00001910,0.0000218,0.0000012,0.000583,0.020430,0.012138,282.3798,-2
1688,0.00015115,0.0001989,0.0000346,0.007234,0.005428,0.009611,8063.8088,10
1689,0.00000550,0.0001406,0.0000457,0.000375,0.011089,0.003334,139.3941,2
1690,0.00000004,0.0000385,0.0000422,0.000001,0.005590,0.005460,0.9622,-2
1691,0.00000024,0.0000080,0.0000014,0.000012,0.017866,0.012014,10.3510,-2
1692,0.00000003,0.0000234,0.0000581,0.000002,0.005952,0.005304,0.8526,-2
1693,0.00000573,0.0000892,0.0000288,0.000177,0.019453,0.008488,132.9366,-2
1694,0.00002091,0.0001572,0.0001103,0.001393,0.003774,0.013287,647.7480,2
1695,0.00000246,0.0000923,0.0000626,0.000115,0.007697,0.017280,50.5552,-2
1696,0.00002747,0.0009049,0.0009717,0.001628,0.024645,0.032586,679.4824,2
1697,0.00001104,0.0001152,0.0001429,0.000720,0.006569,0.006826,321.2082,2
1698,0.00000013,0.0000092,0.0000016,0.000006,0.016435,0.010820,3.8391,-2
1699,0.00000072,0.0002458,0.0007708,0.000064,0.012976,0.023734,35.1410,2
1700,0.00000016,0.0002480,0.0000484,0.000010,0.005124,0.015010,4.8963,2
1701,0.00069014,0.0010692,0.0001356,0.024208,0.995585,0.185076,24175.4916,10
1702,0.00000013,0.0000346,0.0000288,0.000005,0.010129,0.005531,2.5970,-2
1703,0.00000079,0.0003701,0.0003512,0.000056,0.005376,0.033499,23.3153,2
1704,0.00000916,0.0003843,0.0005320,0.000669,0.010328,0.015989,290.9964,2
1705,0.00002312,0.0008614,0.0001180,0.002069,0.009704,0.016857,1142.2536,2
1706,0.00000213,0.0015690,0.0015621,0.000151,0.021441,0.130506,137.3395,2
1707,0.00001046,0.0009521,0.0009758,0.000776,0.002878,0.040265,372.5855,2
1708,0.00000031,0.0000750,0.0000158,0.000009,0.010717,0.024396,4.7600,-2
1709,0.00000124,0.0008006,0.0006615,0.000082,0.023230,0.030523,36.2882,2
1710,0.00009267,0.0004582,0.0010835,0.004463,0.042091,0.021471,2053.0289,2
1711,0.00000025,0.0007803,0.0003400,0.000008,0.031265,0.015705,3.5816,-2
1712,0.00125674,0.0015965,0.0002360,0.039169,1.444798,0.168430,47287.3081,10
1713,0.00000019,0.0001554,0.0007050,0.000008,0.017361,0.021624,8.5964,2
1714,0.00000015,0.0002680,0.0000879,0.000003,0.012398,0.008474,3.4159,-2
1715,0.00027588,0.0006411,0.0005396,0.012492,0.061190,0.061564,12008.8258,2
1716,0.00000001,0.0002889,0.0000253,0.000001,0.004906,0.006550,1.7771,-2
1717,0.00065860,0.0010062,0.0009727,0.072793,0.022917,0.083055,27204.9143,2
1718,0.00003708,0.0001644,0.0002346,0.002580,0.012990,0.013145,1089.6964,2
1719,0.00000004,0.0000533,0.0000981,0.000001,0.002836,0.007166,2.8865,-2
1720,0.00000195,0.0007197,0.0011859,0.000166,0.009566,0.074762,70.9084,2
1721,0.00000116,0.0002674,0.0000373,0.000051,0.004847,0.022591,21.3132,-2
1722,0.00000883,0.0009630,0.0007810,0.000370,0.137442,0.026600,226.9080,-2
1723,0.00000024,0.0009312,0.0004072,0.000011,0.057376,0.050921,3.9946,-2
1724,0.00000001,0.0000534,0.0000551,0.000001,0.003966,0.004720,0.9399,-2
1725,0.00017012,0.0002766,0.0000755,0.006319,0.019808,0.007113,2881.2161,-2
1726,0.00000499,0.0006030,0.0003571,0.000205,0.025922,0.014193,98.6816,-2
1727,0.00001244,0.0010233,0.0003993,0.001440,0.021663,0.016904,678.0163,-2
1728,0.00000014,0.0010319,0.0004817,0.000008,0.011612,0.019636,3.3589,-2
1729,0.00000000,0.0004348,0.0008103,0.000001,0.009605,0.008278,3.2685,2
1730,0.00000007,0.0002107,0.0000243,0.000004,0.008244,0.007190,4.1438,-2
1731,0.00013905,0.0006767,0.0009335,0.004373,0.269936,0.087161,4749.3113,10
1732,0.00000055,0.0006526,0.0002849,0.000013,0.040196,0.031179,10.4439,-2
1733,0.00017050,0.0005660,0.0002208,0.009749,0.008028,0.051055,5134.7602,2
1734,0.00000003,0.0000517,0.0000072,0.000003,0.007272,0.007545,2.4243,-2
1735,0.00001296,0.0000191,0.0000560,0.000471,0.012875,0.005953,211.9978,-2
1736,0.00000228,0.0002436,0.0003388,0.000092,0.006471,0.023976,105.4074,2
1737,0.00006576,0.0004713,0.0002121,0.002586,0.036827,0.027024,1077.9401,-2
1738,0.00000507,0.0007095,0.0006921,0.000463,0.027967,0.048508,194.0047,2
1739,0.00000027,0.0003146,0.0006674,0.000012,0.010024,0.010469,6.5919,2
1740,0.00000041,0.0001074,0.0000829,0.000022,0.022267,0.003291,14.2666,2
1741,0.00000001,0.0000241,0.0000034,0.000001,0.008041,0.005380,0.4956,-2
1742,0.00005968,0.0002552,0.0000111,0.003145,0.012207,0.007159,1188.8037,-2
1743,0.00003217,0.0001309,0.0000460,0.001929,0.015143,0.004225,868.3846,2
1744,0.00004668,0.0008715,0.0014968,0.003752,0.033203,0.034501,1579.5585,2
1745,0.00000003,0.0000212,0.0000116,0.000001,0.013584,0.005126,0.5920,-2
1746,0.00000492,0.0000740,0.0000296,0.000064,0.453649,0.026685,30.8736,-2
1748,0.00000048,0.0000208,0.0000213,0.000010,0.081292,0.013045,5.3372,-2
1750,0.00021544,0.0020586,0.0018875,0.022903,0.008525,0.042342,25725.0875,10
1751,0.00000047,0.0002670,0.0000303,0.000006,0.006325,0.005097,8.9528,-2
1752,0.00001219,0.0007795,0.0009405,0.000963,0.018064,0.014214,405.1863,2
1753,0.00000185,0.0000508,0.0000238,0.000058,0.017691,0.005354,26.7037,-2
1754,0.00000252,0.0001127,0.0000518,0.000038,0.263570,0.086307,21.8875,-2
1755,0.00000208,0.0000116,0.0000144,0.000058,0.007863,0.006486,33.0491,-2
1757,0.00000161,0.0001775,0.0000707,0.000100,0.005713,0.009439,48.5121,2
1758,0.00000033,0.0014187,0.0005712,0.000010,0.075845,0.049465,5.1325,-2
1759,0.00041056,0.0009288,0.0007360,0.021236,0.356751,0.208319,25681.6871,10
1760,0.00000194,0.0000122,0.0000111,0.000063,0.012704,0.008354,33.9765,-2
1761,0.00095023,0.0016060,0.0001816,0.033839,2.378654,0.972614,37645.4090,10
1762,0.00000001,0.0000273,0.0000049,0.000001,0.008329,0.005426,0.4839,-2
1763,0.00018350,0.0007028,0.0006295,0.017587,0.019845,0.052940,6527.4180,2
1764,0.00009512,0.0000962,0.0000041,0.004013,0.041053,0.011433,1522.8882,-2
1765,0.00000184,0.0003119,0.0000661,0.000049,0.029161,0.066852,32.0688,-2
1766,0.00000064,0.0006758,0.0003392,0.000039,0.014300,0.013669,14.0128,-2
1767,0.00001025,0.0018861,0.0007830,0.000497,0.121400,0.078635,245.5036,-2
1768,0.00000016,0.0000462,0.0000314,0.000009,0.011900,0.002437,5.5592,2
1769,0.00000209,0.0006763,0.0011283,0.000155,0.018510,0.036479,76.9069,2
1770,0.00000011,0.0000600,0.0000587,0.000002,0.021830,0.003287,2.8186,2
1771,0.00000045,0.0000064,0.0000153,0.000010,0.009516,0.008346,10.2019,-2
1772,0.00000049,0.0003227,0.0004479,0.000028,0.015861,0.006234,22.5806,-2
1773,0.00000003,0.0000648,0.0000561,0.000002,0.008216,0.002388,2.3210,2
1774,0.00000029,0.0000297,0.0000172,0.000009,0.008369,0.005521,5.2074,-2
1775,0.00000005,0.0000622,0.0002814,0.000005,0.025360,0.017093,2.9344,-2
1776,0.00000462,0.0000109,0.0000133,0.000106,0.009119,0.006449,84.9984,-2
1777,0.00000013,0.0023188,0.0017063,0.000031,0.102056,0.238180,26.3788,10
1778,0.00000148,0.0000076,0.0000010,0.000032,0.015223,0.010774,18.8521,-2
1779,0.00009957,0.0009728,0.0019661,0.006320,0.023359,0.072665,3334.4263,2
1780,0.00020502,0.0028063,0.0011051,0.007758,0.198513,0.136299,10683.6904,10
1781,0.00000013,0.0002972,0.0002504,0.000011,0.007352,0.010135,5.8098,2
1782,0.00000245,0.0000218,0.0000023,0.000103,0.012561,0.012359,38.9269,-2
1783,0.00006459,0.0000884,0.0000887,0.003926,0.011223,0.006156,3618.1079,10
1784,0.00000014,0.0001161,0.0001043,0.000009,0.004991,0.005946,4.2602,2
1785,0.00004192,0.0007503,0.0003287,0.003574,0.020023,0.028041,1446.8311,2
1786,0.00000042,0.0012297,0.0005315,0.000015,0.060730,0.056808,6.0535,-2
1787,0.00000006,0.0001150,0.0000426,0.000004,0.012382,0.020962,1.9955,-2
1788,0.00000374,0.0000110,0.0000021,0.000083,0.012363,0.009733,48.8466,-2
1789,0.00040723,0.0004302,0.0010163,0.037058,0.020425,0.091932,13657.5198,2
1790,0.00000664,0.0018314,0.0022278,0.000454,0.044550,0.047774,211.6031,2
1791,0.00000009,0.0000742,0.0000399,0.000002,0.003959,0.007794,1.7953,-2
1792,0.00000017,0.0000891,0.0000132,0.000006,0.008774,0.007305,4.9371,-2
1793,0.00000137,0.0005878,0.0008368,0.000105,0.013037,0.015157,45.2503,2
1794,0.00000425,0.0000246,0.0000202,0.000145,0.008058,0.009094,65.5801,-2
1795,0.00000209,0.0001330,0.0000215,0.000094,0.008985,0.006190,43.1152,-2
1796,0.00000379,0.0000216,0.0000280,0.000066,0.009045,0.006590,39.0574,-2
1797,0.00000003,0.0004498,0.0002839,0.000003,0.010087,0.006460,1.8109,2
1798,0.00000019,0.0019709,0.0011549,0.000014,0.013026,0.044410,9.6802,2
1799,0.00000335,0.0001366,0.0000791,0.000157,0.009567,0.007142,57.5371,-2
1800,0.00000004,0.0000914,0.0000976,0.000002,0.003468,0.002935,2.1063,2
1801,0.00000031,0.0010691,0.0005618,0.000006,0.086879,0.027033,3.8016,-2
1802,0.00000002,0.0000181,0.0000143,0.000000,0.015392,0.005191,0.2484,-2
1803,0.00001893,0.0049359,0.0032639,0.001162,0.356074,0.409524,523.1735,2
1804,0.00000010,0.0001163,0.0000833,0.000003,0.006678,0.002656,3.2526,2
1805,0.00000642,0.0000147,0.0000036,0.000150,0.016212,0.010188,73.3659,-2
1806,0.00000071,0.0014108,0.0018204,0.000049,0.034752,0.049766,24.1164,2
1807,0.00002250,0.0019055,0.0013571,0.001791,0.023863,0.064189,732.6398,2
1808,0.00004200,0.0000647,0.0000149,0.000960,0.003772,0.007906,598.6216,-2
1809,0.00000005,0.0005728,0.0000045,0.000012,0.009679,0.061951,4.2206,-2
1810,0.00000547,0.0021075,0.0020958,0.000350,0.044111,0.076372,168.0494,2
1811,0.00000070,0.0000118,0.0000121,0.000008,0.011019,0.007325,12.4811,-2
1812,0.00000008,0.0003472,0.0001595,0.000002,0.026937,0.018986,1.6408,-2
1813,0.00002958,0.0044912,0.0000576,0.001375,0.015524,0.741592,1390.4077,10
1814,0.00001009,0.0007484,0.0016713,0.000794,0.030836,0.025903,347.9688,2
1815,0.00000609,0.0000159,0.0000016,0.000155,0.013134,0.014271,83.6395,-2
1816,0.00000173,0.0008990,0.0007527,0.000110,0.018603,0.025542,51.6061,2
1817,0.00000071,0.0005339,0.0006032,0.000037,0.078097,0.077562,21.9613,2
1818,0.00012497,0.0013892,0.0026579,0.008451,0.017772,0.033274,4815.8144,2
1819,0.00002486,0.0000991,0.0000540,0.000568,0.005422,0.005848,435.1095,-2
1820,0.00004427,0.0002152,0.0001606,0.003117,0.009077,0.040732,1558.2823,2
1821,0.00000042,0.0001111,0.0000467,0.000026,0.004866,0.009414,13.3780,2
1822,0.00000538,0.0002488,0.0005835,0.000731,0.006009,0.060661,289.0106,2
1823,0.00000726,0.0004393,0.0006266,0.000272,0.004437,0.033815,217.8188,2
1824,0.00000000,0.0000335,0.0000061,0.000001,0.007940,0.005454,0.5037,-2
1825,0.00000001,0.0003151,0.0000954,0.000003,0.008278,0.020462,3.2836,-2
1826,0.00005160,0.0001521,0.0000711,0.001783,0.012578,0.005628,853.8067,-2
1827,0.00000198,0.0001808,0.0000211,0.000076,0.013310,0.007199,36.9697,-2
1828,0.00000031,0.0000531,0.0000224,0.000009,0.005406,0.005727,4.9064,-2
1829,0.00000203,0.0008467,0.0006537,0.000146,0.018763,0.033318,60.3094,2
1830,0.00000135,0.0026581,0.0020418,0.000110,0.028514,0.067565,47.1842,2
1831,0.00000020,0.0014040,0.0006568,0.000014,0.013884,0.051272,7.8666,2
1832,0.00000229,0.0000155,0.0000407,0.000080,0.032106,0.007390,31.8809,-2
1833,0.00000001,0.0002585,0.0005257,0.000006,0.040924,0.014425,3.1809,-2
1834,0.00000343,0.0001448,0.0000721,0.000143,0.007934,0.005635,59.5232,-2
1835,0.00009210,0.0001857,0.0000151,0.004451,0.061283,0.006281,1731.0799,-2
1836,0.00000006,0.0001350,0.0000234,0.000004,0.008474,0.006107,2.6881,-2
1837,0.00001115,0.0014947,0.0007887,0.001052,0.027469,0.056640,395.4476,2
1838,0.00003253,0.0001280,0.0000765,0.000978,0.086685,0.006837,448.6622,-2
1839,0.00000013,0.0001294,0.0000225,0.000007,0.011382,0.006238,3.8929,-2
1840,0.00000009,0.0009825,0.0000047,0.000005,0.018128,0.025393,2.3409,-2
1841,0.00024017,0.0002229,0.0000133,0.005603,0.191678,0.093202,5269.6569,10
1842,0.00000051,0.0013796,0.0012502,0.000063,0.031825,0.055759,39.7487,2
1843,0.00000007,0.0004790,0.0000541,0.000003,0.003808,0.006876,2.8195,-2
1844,0.00013094,0.0004104,0.0001094,0.005568,0.025020,0.024464,6718.0893,10
1845,0.00000117,0.0001370,0.0000567,0.000055,0.008370,0.005308,20.7625,-2
1846,0.00000003,0.0001665,0.0001328,0.000002,0.003150,0.006878,2.7097,2
1847,0.00000003,0.0000836,0.0000603,0.000001,0.005360,0.003983,0.9440,-2
1848,0.00000001,0.0000220,0.0000163,0.000001,0.008757,0.005415,0.4235,-2
1849,0.00000005,0.0000470,0.0000175,0.000003,0.004959,0.005360,1.4948,-2
1850,0.00000192,0.0001050,0.0004009,0.000119,0.010238,0.009451,57.1581,2
1851,0.00000089,0.0000154,0.0000024,0.000028,0.013240,0.009881,13.1334,-2
1852,0.00000025,0.0011409,0.0004628,0.000005,0.056777,0.029080,2.7845,-2
1853,0.00000006,0.0004288,0.0000593,0.000002,0.009191,0.005891,1.5184,-2
1854,0.00001458,0.0177413,0.0026475,0.000673,0.726838,1.196661,796.6408,10
1855,0.00001405,0.0002040,0.0003842,0.001050,0.009078,0.009749,524.5217,2
1856,0.00000005,0.0002599,0.0002963,0.000006,0.012069,0.014904,4.6682,2
1857,0.00000189,0.0009128,0.0009147,0.000125,0.019577,0.033800,66.9837,2
1858,0.00000001,0.0002241,0.0005071,0.000001,0.009993,0.005715,0.7873,-2
1859,0.00000132,0.0000168,0.0000084,0.000033,0.031554,0.009783,19.8580,-2
1860,0.00000017,0.0001836,0.0000313,0.000005,0.007163,0.009109,5.3437,-2
1861,0.00000012,0.0004051,0.0001437,0.000004,0.012799,0.017112,1.8347,-2
1874,0.00121255,0.0005701,0.0003167,0.041109,1.274080,0.395554,41168.3082,10
1875,0.00067340,0.0003785,0.0000652,0.022033,0.302807,0.017973,24426.8770,10
1876,0.00000038,0.0043798,0.0004342,0.000037,0.118921,0.078026,54.4419,10
1877,0.00000062,0.0000286,0.0001033,0.000008,0.068326,0.020149,4.7800,-2
1878,0.00000001,0.0000175,0.0000116,0.000000,0.013858,0.005152,0.2163,-2
1879,0.00000435,0.0000981,0.0003243,0.000397,0.006264,0.021017,263.9077,2
1880,0.00000002,0.0008468,0.0007568,0.000001,0.018503,0.016592,1.4997,-2
1881,0.00000029,0.0000094,0.0000111,0.000006,0.013505,0.008284,6.8718,-2
1882,0.00000022,0.0011841,0.0004674,0.000005,0.048491,0.031905,2.5771,-2
1883,0.00003669,0.0004052,0.0000648,0.001820,0.010275,0.009073,986.9741,2
1884,0.00003087,0.0005935,0.0004390,0.002197,0.005574,0.005133,870.1781,2
1885,0.00007183,0.0001893,0.0003869,0.004975,0.007811,0.031683,2416.1164,2
1886,0.00000058,0.0000725,0.0004141,0.000028,0.047146,0.018893,14.5903,-2
1887,0.00000070,0.0008250,0.0003804,0.000004,0.039860,0.025781,2.0427,-2
1889,0.00000014,0.0000458,0.0000261,0.000005,0.008100,0.009319,3.3962,-2
1890,0.00000082,0.0000285,0.0000094,0.000051,0.073096,0.013070,20.6998,-2
1891,0.00000020,0.0000866,0.0001318,0.000012,0.009850,0.003339,4.5387,-2
1892,0.00000044,0.0018062,0.0001349,0.000008,0.018529,0.020422,19.4373,2
1893,0.00000004,0.0022781,0.0000167,0.000011,1.440844,0.076635,12.3829,10
1894,0.00000002,0.0000267,0.0000095,0.000001,0.007929,0.005437,0.6982,-2
1895,0.00000039,0.0000145,0.0000015,0.000009,0.021879,0.013356,9.8410,-2
1896,0.00010088,0.0002505,0.0000470,0.007355,0.006949,0.024182,2946.3905,2
1897,0.00000008,0.0004952,0.0004440,0.000005,0.008479,0.005947,2.9070,2
1898,0.00000076,0.0000080,0.0000072,0.000007,0.012660,0.009882,19.0019,-2
1899,0.00000993,0.0003541,0.0002601,0.000442,0.010581,0.019025,400.9715,2
1900,0.00000682,0.0029207,0.0015856,0.000173,0.045852,0.132038,138.3519,2
1901,0.00002242,0.0000308,0.0000394,0.000546,0.187580,0.005780,278.8102,-2
1902,0.00000063,0.0000285,0.0000628,0.000006,0.051626,0.013165,4.3934,-2
1903,0.00000008,0.0001585,0.0000848,0.000003,0.023829,0.011733,1.4636,-2
1904,0.00000065,0.0002094,0.0000393,0.000030,0.010281,0.004729,18.6268,-2
1905,0.00000377,0.0011778,0.0007838,0.000314,0.016003,0.052890,167.2528,2
1906,0.00000001,0.0000792,0.0000894,0.000001,0.002532,0.004525,1.7701,2
1907,0.00000992,0.0257016,0.0018960,0.000344,0.747595,1.214701,465.1323,10
1908,0.00000005,0.0000650,0.0000524,0.000003,0.007342,0.005688,1.1401,-2
1909,0.00185960,0.0004048,0.0007300,0.102858,0.131354,0.154127,51818.7194,2
1910,0.00000077,0.0016855,0.0009394,0.000020,0.154310,0.076380,9.6970,-2
1911,0.00000038,0.0000203,0.0000130,0.000007,0.058699,0.016677,4.2991,-2
1912,0.00016152,0.0003620,0.0000633,0.006860,0.029415,0.011242,8887.9500,10
1913,0.00000053,0.0000153,0.0000116,0.000020,0.008189,0.005384,8.3294,-2
1914,0.00000010,0.0000958,0.0000345,0.000005,0.005367,0.004991,3.3784,2
1918,0.00000028,0.0000107,0.0000060,0.000010,0.019218,0.009652,5.8054,-2
1919,0.00000028,0.0001503,0.0008167,0.000028,0.054984,0.012802,18.1909,-2
1920,0.00000030,0.0001962,0.0011128,0.000025,0.062550,0.014318,18.5295,-2
1921,0.00024385,0.0385437,0.0412402,0.002514,12.506167,1.837794,3034.7502,-2
1923,0.00000007,0.0000780,0.0000850,0.000007,0.010275,0.003427,4.0595,2
1924,0.00000147,0.0002224,0.0001517,0.000080,0.004739,0.010385,40.5624,2
1925,0.00000095,0.0015512,0.0004303,0.000009,0.020765,0.020241,14.8612,-2
1926,0.00000001,0.0000871,0.0000477,0.000001,0.003026,0.004270,1.4548,-2
1927,0.00004831,0.0020671,0.0012637,0.002597,0.139379,0.119247,2934.2652,10
1928,0.00000168,0.0003852,0.0006684,0.000079,0.039708,0.010057,57.6512,2
1929,0.00000002,0.0002028,0.0000823,0.000001,0.002830,0.003428,2.2943,2
1930,0.00000048,0.0013495,0.0000320,0.000020,0.027311,0.117811,21.1908,-2
1932,0.00000103,0.0002595,0.0000615,0.000046,0.005676,0.004145,42.0073,2
1933,0.00000016,0.0001420,0.0001096,0.000008,0.004440,0.003377,4.4258,2
1934,0.00000217,0.0004715,0.0001667,0.000083,0.005342,0.009020,73.1412,2
1935,0.00000028,0.0001226,0.0000240,0.000023,0.004137,0.010549,15.0558,-2
1936,0.00000002,0.0001366,0.0000382,0.000001,0.002979,0.004864,1.5022,-2
1937,0.00001621,0.0001448,0.0000586,0.001079,0.004316,0.017046,452.4076,2
1938,0.00007501,0.0007508,0.0014964,0.003103,0.022164,0.036179,2039.6245,2
1939,0.00000020,0.0000149,0.0000396,0.000005,0.013296,0.010014,4.4303,-2
1940,0.00000752,0.0000129,0.0000179,0.000270,0.009455,0.007069,110.5733,-2
1941,0.00000101,0.0000470,0.0000132,0.000009,0.077223,0.023003,5.6306,-2
1942,0.00001818,0.0009927,0.0009318,0.000941,0.007372,0.021337,443.0734,2
1944,0.00001696,0.0004856,0.0003461,0.001893,0.009905,0.023097,933.0402,2
1945,0.00000403,0.0117538,0.0044839,0.000177,0.290355,1.086488,166.1780,10
1946,0.00000439,0.0007237,0.0000786,0.000203,0.003704,0.009102,97.6121,2
1947,0.00001204,0.0000154,0.0000145,0.000397,0.018552,0.006889,165.0200,-2
1948,0.00000222,0.0001144,0.0000227,0.000100,0.014328,0.009430,51.8360,-2
1949,0.00000098,0.0001277,0.0000701,0.000060,0.004306,0.008137,27.8643,2
1950,0.00004296,0.0004224,0.0003280,0.002556,0.021385,0.052779,1342.8551,2
1952,0.00022366,0.0024799,0.0015682,0.009126,0.399592,0.215591,8583.0507,10
1953,0.00000083,0.0000103,0.0000022,0.000019,0.012139,0.009799,8.8934,-2
1954,0.00000902,0.0002022,0.0000583,0.000333,0.010353,0.009027,179.3300,-2
1955,0.00000029,0.0000335,0.0000154,0.000007,0.010812,0.005266,4.6471,-2
1956,0.00000020,0.0000123,0.0000026,0.000013,0.029290,0.012350,7.2360,-2
1957,0.00000069,0.0000731,0.0000311,0.000053,0.014270,0.003060,24.9355,-2
1958,0.00092153,0.0016436,0.0008797,0.030872,0.414741,0.208277,32973.4104,10
1959,0.00000036,0.0002005,0.0001521,0.000026,0.004455,0.005326,11.6562,2
1960,0.00000238,0.0009913,0.0000718,0.000032,0.017069,0.007459,57.9743,-2
1961,0.00000023,0.0000124,0.0000106,0.000011,0.025903,0.010035,6.0638,-2
1962,0.00001122,0.0000203,0.0000031,0.000192,0.029711,0.015779,178.1720,-2
1963,0.00001867,0.0005093,0.0001378,0.001656,0.004328,0.006866,606.6669,2
1964,0.00002294,0.0001455,0.0000511,0.001170,0.016409,0.003621,762.6449,2
1966,0.00004764,0.0000640,0.0000497,0.003792,0.034487,0.008584,1462.6641,2
1967,0.00000383,0.0004231,0.0005681,0.000316,0.012993,0.007957,131.9712,2
1968,0.00000001,0.0000291,0.0000241,0.000001,0.004556,0.005189,0.8654,-2
1969,0.00000399,0.0000183,0.0000220,0.000084,0.012490,0.010382,45.8400,-2
1970,0.00000003,0.0000908,0.0000204,0.000004,0.007672,0.006587,2.4749,-2
1971,0.00000032,0.0021282,0.0008034,0.000012,0.096235,0.080305,4.9415,-2
1972,0.00000633,0.0007207,0.0000747,0.000311,0.041587,0.036264,157.2013,2
1973,0.00002840,0.0000147,0.0000131,0.000643,0.041370,0.007153,333.2090,-2
1974,0.00012321,0.0000880,0.0000097,0.003632,0.112019,0.007514,1529.4263,-2
1975,0.00000137,0.0001459,0.0000852,0.000063,0.006843,0.004464,27.7601,-2
1976,0.00000001,0.0001507,0.0001337,0.000001,0.004047,0.005957,1.3256,2
1977,0.00000003,0.0002825,0.0000349,0.000001,0.004620,0.003596,1.1656,-2
1978,0.00000291,0.0008575,0.0010724,0.000210,0.035556,0.027458,92.3853,2
1979,0.00000001,0.0000604,0.0000964,0.000001,0.005141,0.004071,1.8743,2
1982,0.00013479,0.0005898,0.0001536,0.011115,0.006650,0.015761,4109.6696,2
1983,0.00000013,0.0002438,0.0000808,0.000006,0.008714,0.005202,6.7703,-2
1984,0.00014763,0.0002440,0.0000103,0.005198,0.015545,0.012912,2385.2462,-2
1985,0.00000158,0.0000404,0.0000448,0.000049,0.004288,0.006503,29.1047,-2
1986,0.00000008,0.0000154,0.0000032,0.000005,0.012644,0.013064,2.4249,-2
1987,0.00000274,0.0008997,0.0003541,0.000182,0.014139,0.022003,75.5279,2
1988,0.00000004,0.0006967,0.0004928,0.000004,0.028253,0.023127,5.5546,2
1989,0.00000010,0.0000409,0.0000429,0.000006,0.003572,0.005081,3.6189,2
1990,0.00000574,0.0021200,0.0016003,0.000422,0.022326,0.058395,182.2280,2
1991,0.00000148,0.0009259,0.0009225,0.000117,0.014452,0.035829,46.9149,2
1992,0.00000003,0.0001537,0.0000363,0.000002,0.010224,0.012926,1.0908,-2
1993,0.00000007,0.0001753,0.0000264,0.000002,0.007230,0.007577,1.3451,-2
1994,0.00000003,0.0001455,0.0000511,0.000001,0.003022,0.004990,1.6223,-2
1995,0.00000086,0.0007327,0.0002132,0.000027,0.026293,0.009238,25.5638,-2
1996,0.00000006,0.0001616,0.0001526,0.000003,0.007389,0.004746,2.2153,-2
1997,0.00005310,0.0003995,0.0003606,0.004073,0.012482,0.045056,1775.4304,2
1998,0.00001313,0.0007090,0.0002077,0.000143,0.016520,0.021533,180.3068,2
1999,0.00000490,0.0000289,0.0000375,0.000168,0.010128,0.008081,71.7101,-2
2000,0.00000210,0.0008993,0.0001188,0.000115,0.008952,0.013509,66.8387,2
