,Name,obs_ecc,obs_sinI,calc_ecc,calc_sinI,calc_sma,"['02_ecc', '02_sinI', '02_sma']","['13_ecc', '13_sinI', '13_sma']","['24_ecc', '24_sinI', '24_sma']","['35_ecc', '35_sinI', '35_sma']","['46_ecc', '46_sinI', '46_sma']","['57_ecc', '57_sinI', '57_sma']","['68_ecc', '68_sinI', '68_sma']","['79_ecc', '79_sinI', '79_sma']","['810_ecc', '810_sinI', '810_sma']"
75,75,1.001834992603282,0.5796255941453534,0.0019030810812086963,0.00010039644673504374,-294.53822444683254,"[0.005773785536532408, 0.0004937238654100983, -267.92237805494545]","[4.904508887617734e-11, 3.0161940926983014e-10, -301.1100383537891]","[1.3847813063530911e-11, 7.314693271511598e-11, -301.1100383681516]","[5.878281387682714e-12, 2.924826049927606e-11, -301.1100383705051]","[2.689682095865187e-12, 1.4335087075508838e-11, -301.11003837125145]","[2.4867077882628543e-12, 9.03194382213695e-12, -301.11003837156363]","[1.1593135969288285e-12, 5.170207778697639e-12, -301.11003837172024]","[6.283951453412232e-13, 3.464731905394522e-12, -301.11003837180016]","[9.965178992905942e-13, 3.103421661190889e-12, -301.11003837184205]"
76,76,1.0398466614965427,-0.8632794732187696,0.002154206212100672,0.002387508727946068,-13.480644228119333,"[0.006415682265994632, 0.007299562745156906, -12.060909091595452]","[1.5362752125937187e-10, 9.886841050378296e-11, -13.83119611368151]","[7.382779505599393e-11, 4.7002356893663046e-11, -13.831196113680747]","[1.1261462023039237e-10, 7.166069821293598e-11, -13.831196113680553]","[1.2919277505935773e-10, 8.248844094684169e-11, -13.831196113680585]","[1.3258948447951302e-10, 8.321759367946946e-11, -13.831196113680747]","[2.8556049750885216e-10, 1.8100615247340015e-10, -13.831196113680923]","[1.0510274238030215e-10, 6.684933374817073e-11, -13.831196113680852]","[4.390112854441026e-10, 2.852129914106499e-10, -13.831196113680866]"
77,77,1.0034843177864052,0.03402505572016855,0.0013970318029064928,0.00019591583348895205,-188.90502396056775,"[0.0040129053627535344, 0.0009493052993257117, -180.44339056436024]","[8.545693251170024e-12, 3.93973748287011e-10, -190.9943161530237]","[1.89767115374931e-12, 9.793392107340695e-11, -190.9943161565103]","[8.46827269478734e-13, 4.084635174954853e-11, -190.99431615709588]","[4.4910912747125195e-13, 2.0103449921921244e-11, -190.99431615728332]","[9.770872227459589e-14, 1.0058940489882248e-11, -190.99431615736268]","[1.4304992196434377e-13, 6.493894857429966e-12, -190.99431615740394]","[4.653531678941863e-13, 4.037063450048204e-12, -190.99431615742657]","[8.656275754691643e-13, 1.2295366199025525e-12, -190.99431615743742]"
78,78,1.088928810163917,-0.9255631069277053,0.0036024721313277636,0.0008559264337658182,-5.111042754733754,"[0.011263517449151475, 0.0026761459442709292, -4.194778180650187]","[2.6295067204903182e-11, 2.645570189253993e-11, -5.337280921174207]","[4.4942572203891737e-11, 5.485279144361011e-11, -5.337280921174164]","[6.038904045023593e-11, 5.135071380316686e-11, -5.3372809211741]","[6.200446094964377e-11, 1.5563874856549413e-10, -5.337280921174044]","[1.072155279812366e-10, 2.1901922931431154e-10, -5.337280921174057]","[1.2699351392217788e-10, 2.359670410471572e-10, -5.337280921174126]","[1.5918066107395142e-10, 3.5966416976851913e-10, -5.337280921174154]","[3.1256935985832167e-10, 3.856714740995006e-10, -5.337280921174212]"
79,79,1.022057135377391,0.930031128093295,0.003787862207603033,0.001270740995891776,-26.758797868963622,"[0.011281059499795531, 0.003973104177470331, -24.81450051998548]","[4.7599733224334507e-11, 5.088052950945122e-11, -27.23887128847656]","[1.0943975339058446e-11, 1.125722689524611e-11, -27.238871288465695]","[1.5749352974877302e-11, 1.5274719886656042e-11, -27.23887128846411]","[1.1662001583420882e-11, 1.0619608839880613e-11, -27.238871288464065]","[7.846260279051213e-12, 7.28299853595173e-12, -27.238871288464264]","[1.2608875648762807e-11, 1.1415763456177452e-11, -27.23887128846429]","[3.3515415211941464e-11, 3.178910115498297e-11, -27.238871288463933]","[4.5634998435517744e-11, 4.3337703026460546e-11, -27.2388712884636]"
80,80,1.0191267032870779,-0.3959563106786022,0.0033044507474495376,0.0001330319276290083,-27.095421513909816,"[0.00984135564347757, 0.0004067316137383442, -25.175315142310907]","[3.9008871310778054e-11, 4.6225455193566485e-12, -27.5695218525724]","[4.9772704710325596e-12, 9.670799922862439e-12, -27.56952185257581]","[7.482163869953176e-12, 6.501667213774574e-12, -27.569521852576354]","[1.862213826352898e-11, 1.0157189251138848e-11, -27.569521852576457]","[4.036027664173483e-11, 3.470336026287337e-11, -27.569521852576266]","[3.23796061455408e-11, 3.858454339414865e-11, -27.569521852576276]","[1.597647605390498e-11, 1.4259606396195601e-11, -27.569521852576447]","[4.298026573742944e-11, 3.912408007558818e-11, -27.569521852576344]"
81,81,1.0838271360826697,-0.1364272837918315,0.004115093215748758,0.004923752704404977,-6.7580603326603335,"[0.012866283023203598, 0.015394640947598967, -5.630864644718139]","[1.2254069902650733e-11, 3.575516905437124e-11, -7.03638025560893]","[1.509725705923152e-11, 4.5164949174359556e-11, -7.036380255608873]","[3.5519402683591746e-11, 9.27751757337039e-11, -7.036380255608859]","[3.221721639418395e-11, 1.0822937246936709e-10, -7.0363802556088855]","[4.687261178577239e-11, 1.3202765724131913e-10, -7.03638025560897]","[6.012574358729376e-11, 2.0709829463819292e-10, -7.036380255609151]","[2.359446803637509e-11, 6.511713419109559e-11, -7.036380255609254]","[3.009391397688361e-11, 8.522099186655901e-11, -7.0363802556091715]"
82,82,1.0421734238786002,-0.7930728998885844,0.0038801775622980933,0.0003460478812863988,-12.928387037034128,"[0.011517020359521572, 0.000999069290254444, -11.560685211009822]","[1.5891909300703727e-11, 1.6082746405989408e-11, -13.266091191607279]","[9.679736276294944e-12, 1.6208984440842266e-11, -13.266091191607654]","[1.4597432528802443e-11, 2.0356094829721487e-11, -13.266091191607734]","[1.7275298808212583e-11, 2.6511138032201503e-11, -13.266091191607853]","[1.067029028070209e-11, 2.3724856599160045e-11, -13.266091191608075]","[8.769087397471589e-12, 1.2264044125073565e-11, -13.26609119160824]","[1.4138492390878164e-11, 1.6440481382033637e-11, -13.266091191608293]","[2.98670179527211e-11, 2.9075805859970423e-11, -13.266091191608393]"
83,83,1.0486207856252765,0.9852421363724552,0.003886460939240953,0.00016801146906780072,-11.591324529580605,"[0.011535670157982807, 0.0008140957168677155, -10.281349333556646]","[5.609944307486782e-11, 1.1303607728892779e-10, -11.914775195265776]","[2.98761543216538e-11, 4.176588216791471e-11, -11.914775195265467]","[2.7974365293381538e-11, 4.6913297207958595e-11, -11.914775195265378]","[1.0091098120095776e-10, 1.5630863689301185e-10, -11.914775195265486]","[4.472283476610046e-11, 8.663442877854614e-11, -11.914775195265587]","[6.796832316568024e-11, 1.1477554789364438e-10, -11.914775195265642]","[1.314706649399317e-10, 1.7782464545572707e-10, -11.91477519526563]","[7.054100861070453e-11, 1.5113694824831208e-10, -11.914775195265554]"
84,84,1.0351280704352244,0.7962360540917942,0.0020248104019526384,0.0005371582612273177,-16.186087921058768,"[0.0060303144579036735, 0.0016794925158389693, -14.675476281119197]","[8.119374684390084e-11, 1.371999595249291e-10, -16.559078449440776]","[3.447408237564e-11, 5.501029331614047e-11, -16.559078449439472]","[3.8589314787219605e-11, 6.377063882241452e-11, -16.559078449439212]","[7.311194188376772e-11, 1.141317017688324e-10, -16.55907844943878]","[2.957704990902518e-11, 5.181298016759185e-11, -16.559078449438466]","[4.304237846897418e-11, 8.008427426161654e-11, -16.559078449438545]","[5.512121952567902e-11, 7.96675224101171e-11, -16.55907844943878]","[3.1896854560164734e-11, 4.2526670238733874e-11, -16.559078449438864]"
85,85,1.051321401812363,0.30273946665912344,0.007136096872333478,0.00018439303341742682,-9.113474356832995,"[0.021181137119953355, 0.0008934718188357883, -7.8956218524811845]","[1.8609399828137366e-11, 1.6273442079296224e-11, -9.414178678895128]","[1.1134918078882365e-11, 1.0277219335767982e-11, -9.414178678895201]","[2.846786757085425e-11, 2.2267482434475022e-11, -9.414178678895219]","[3.4175405116302953e-11, 2.0380748561222323e-11, -9.414178678895187]","[5.354143265340825e-11, 2.216789022360016e-11, -9.41417867889513]","[6.094206556609941e-11, 7.375374994343974e-11, -9.414178678895107]","[2.939555586721354e-11, 1.9690959314603557e-11, -9.414178678895162]","[2.1029445915954748e-11, 2.061085902526076e-11, -9.414178678895194]"
86,86,1.0616908026975127,0.9785187840177145,0.0033032341414648853,0.0009126203866684105,-8.547712011935227,"[0.009804555054473479, 0.0027902448709547154, -7.349868148866801]","[5.786450891231142e-11, 2.2944057602473655e-11, -8.843475928742048]","[2.238460661531464e-11, 2.4047217663077275e-11, -8.84347592874214]","[6.16067755983371e-11, 3.882650227167244e-11, -8.843475928742254]","[1.0340257020662187e-10, 4.167040556230537e-11, -8.843475928742283]","[6.852459217978883e-11, 5.811251867551071e-11, -8.84347592874225]","[6.608117140719196e-11, 3.4637210113893013e-11, -8.843475928742208]","[1.6454070653915996e-10, 8.56443112622034e-11, -8.84347592874224]","[1.0694670401930841e-10, 5.186157930968025e-11, -8.84347592874234]"
87,87,1.0252033637343432,0.6431434540383028,0.01695549223055678,0.0004259732055852011,-19.583793829188874,"[0.05301314856673302, 0.0013318503664106053, -17.95516185296065]","[1.0888333687406425e-09, 3.153475057575171e-11, -19.98592518134255]","[1.7784030729005588e-10, 4.989199908043591e-12, -19.985925181343944]","[1.2585713369948438e-10, 3.3927636555323268e-12, -19.985925181344093]","[1.5046937588874292e-10, 4.253488823227617e-12, -19.985925181344165]","[1.820173844570736e-10, 5.1443780582618566e-12, -19.985925181344008]","[5.842282868942371e-10, 1.610065368977494e-11, -19.98592518134397]","[2.95325369529317e-10, 8.361912031543737e-12, -19.985925181343955]","[4.0730807003075075e-10, 1.2204738990451225e-11, -19.985925181343863]"
88,88,1.0973125864708022,0.8575091912931226,0.028949570908809244,0.0006090163749775535,-0.6151023040576189,"[0.09310169139743676, 0.001955266819725402, 18.575301938541408]","[7.388234472454196e-11, 5.61516559801538e-12, -5.353473721983177]","[8.496692354880768e-11, 5.790090141246043e-12, -5.3534737219833515]","[5.496323758337874e-11, 8.122441822495932e-12, -5.3534737219834]","[2.5708827554001846e-10, 1.0814472477634377e-11, -5.35347372198332]","[1.6289827031363517e-10, 8.89039637227845e-12, -5.353473721983226]","[1.863129155667169e-10, 7.883797361794121e-12, -5.353473721983225]","[1.0497091278745184e-10, 1.7524444266592086e-11, -5.353473721983297]","[1.50956369983084e-10, 1.2448406695154e-11, -5.353473721983326]"
89,89,1.0050341538977985,-0.45290500409187534,0.0011873123438586135,0.00016974267862816174,-92.8980456479741,"[0.0035360585343563915, 0.0005307004120237281, -88.38941435885812]","[2.1237230848903595e-09, 1.3383149363113076e-09, -94.01128794208194]","[5.138089815287663e-10, 3.232436388190601e-10, -94.01128794165996]","[2.2628639052660636e-10, 1.4223725218043547e-10, -94.0112879415895]","[9.993529904535628e-11, 6.307939761472642e-11, -94.01128794156823]","[5.690668665604945e-11, 3.606422988681385e-11, -94.01128794155838]","[3.264889114016164e-11, 2.0274579622798014e-11, -94.01128794155338]","[8.006944744374128e-11, 4.9290224573612634e-11, -94.011287941552]","[5.366283575135272e-11, 3.405498451444855e-11, -94.0112879415519]"
90,90,1.0344234371204928,-0.1266209245498884,0.004118476896187977,0.000811644701929456,-16.374709011821793,"[0.011174943228859795, 0.0022226673446581963, -14.871747108842992]","[5.654351113329316e-12, 1.0887989530018207e-11, -16.74581071625989]","[3.7154317095879925e-12, 9.953638035602739e-12, -16.745810716260923]","[3.911484087999646e-12, 1.1564367095196153e-11, -16.745810716261136]","[3.9992550785814405e-12, 1.1358323262395778e-11, -16.745810716261097]","[4.1725036053748285e-12, 1.1588717490024729e-11, -16.745810716261012]","[3.4015519447877396e-12, 6.320989919247876e-12, -16.745810716260838]","[9.283222440469666e-12, 2.6939911145763312e-11, -16.745810716260923]","[1.4657938725797876e-11, 4.2004202007778024e-11, -16.745810716261182]"
91,91,1.0200481547315459,-0.9643162606382766,0.0026772597788432754,0.00012937860117811711,-27.589696678059507,"[0.0076902941807582, 0.0006268997523486952, -25.605462183728264]","[5.655647437559893e-10, 2.9294685867297806e-10, -28.079631121111056]","[1.5710154275884764e-10, 8.139831322910384e-11, -28.079631121105386]","[4.317722607882111e-11, 2.24309082244907e-11, -28.07963112110438]","[3.8870089563085137e-11, 2.0215433040119312e-11, -28.07963112110403]","[6.538134647968537e-11, 3.397986185883472e-11, -28.07963112110386]","[7.309059017454622e-11, 3.782296253033166e-11, -28.079631121103915]","[1.6865218412757994e-10, 8.751479664562445e-11, -28.07963112110396]","[2.1041127448195694e-10, 1.0872599617642382e-10, -28.07963112110378]"
92,92,1.0025983451352787,-0.8707693676935722,0.2189087359573136,0.045914562644961326,-118.78513861598772,"[0.7771385136666672, 0.16148237196013612, 4.69963826096141]","[1.3171379997323639e-08, 8.879297565157133e-09, -149.27520700709658]","[1.0834611239714154e-09, 7.335931786862484e-10, -149.27520698157406]","[3.2020975791361996e-10, 2.1662883974613388e-10, -149.27520698065078]","[1.4011302722400851e-10, 9.48420045088451e-11, -149.27520698044776]","[7.653888618814187e-11, 5.195932022698816e-11, -149.27520698037614]","[4.058435562732302e-11, 2.7622775338945408e-11, -149.27520698034397]","[2.6360060167431695e-11, 1.8109254695461708e-11, -149.27520698032725]","[3.697035715148659e-11, 2.4779718714556928e-11, -149.27520698031816]"
93,93,1.0037806079281328,-0.3041174547192338,0.002470825626285761,0.000253790074210011,-136.70914513668058,"[0.007097325529473032, 0.0012297346107309115, -130.36622967892202]","[3.686701212050749e-12, 4.56067772784945e-10, -138.275297100219]","[9.72872583703615e-13, 1.1200810070022851e-10, -138.2752971013518]","[4.791743111750373e-13, 4.471206312844519e-11, -138.27529710153834]","[3.8531810662327927e-13, 2.4499854597537205e-11, -138.27529710159774]","[7.794674674736424e-13, 1.967370360822683e-11, -138.27529710162145]","[4.976247367499737e-13, 8.844498491330074e-12, -138.2752971016348]","[3.8578613801401617e-13, 5.664928236497134e-12, -138.27529710164384]","[6.41659214134887e-13, 4.701543905287803e-12, -138.27529710164765]"
94,94,1.0229363996672307,-0.9680629177212929,0.00296582552551135,0.00025016671114757466,-21.000134215858786,"[0.009691979568850553, 0.0007871239476765748, -12.843779452689859]","[1.4649658807639196e-11, 1.7061404534661417e-11, -23.014048972206034]","[1.0085389347085891e-11, 5.978678336630472e-12, -23.01404897219792]","[1.880040485435737e-11, 1.588321225827258e-11, -23.014048972196974]","[1.1899485556222226e-11, 1.0217486495486671e-11, -23.014048972196957]","[1.2229318235011326e-11, 1.1298374433312795e-11, -23.014048972196566]","[1.884885197253463e-11, 1.94173607372992e-11, -23.014048972196143]","[1.7434035984824798e-11, 1.7683133416506085e-11, -23.014048972196115]","[3.130774693739131e-11, 3.385357091437249e-11, -23.01404897219618]"
95,95,1.1297124099016123,0.32425538838882084,0.006061641727172318,0.00021739626620300044,-4.138773555329594,"[0.018053004286982234, 0.0006798462365248608, -3.125910513143583]","[1.7018657032449608e-10, 6.018636070522543e-11, -4.388863195375406]","[5.704423754116804e-10, 1.9952111399066827e-10, -4.3888631953754444]","[7.542576911127497e-10, 2.5825752827954374e-10, -4.388863195375523]","[5.835362156500769e-10, 1.9955070330076072e-10, -4.388863195375537]","[3.8742040783680065e-10, 1.3654499801312607e-10, -4.388863195375512]","[7.115988418174324e-10, 2.4809108332608127e-10, -4.388863195375539]","[8.422983228651845e-10, 2.98470814605093e-10, -4.388863195375572]","[4.5320413162497335e-10, 1.516621873221424e-10, -4.388863195375569]"
96,96,1.0598020432706012,-0.049940372235605456,0.0033779269948446622,0.0007527041986764184,-9.362988236819888,"[0.010327670752617098, 0.0023013143797979527, -8.112919638260957]","[4.2809314588168174e-11, 8.60137047555319e-11, -9.671647150044127]","[6.087509038040468e-11, 1.3664146889498052e-10, -9.67164715004404]","[4.756431212238626e-11, 1.1480680052878563e-10, -9.671647150044056]","[4.1652444152936624e-11, 9.534342216284488e-11, -9.671647150044238]","[1.0478386583050054e-10, 2.2411870482053817e-10, -9.671647150044379]","[8.298901289137954e-11, 1.7792760666804926e-10, -9.671647150044448]","[1.1191218916517005e-10, 2.307138616435316e-10, -9.671647150044523]","[8.386405188059585e-11, 1.8928138065713605e-10, -9.671647150044537]"
97,97,1.017045014202033,0.95436803158525,0.001840699232481883,0.0004752724027024697,-35.58670601547478,"[0.005481996114208202, 0.0014859845483164505, -33.29053099591643]","[2.4234174698163713e-10, 1.4382774010845475e-10, -36.15366281044742]","[4.2651549523283346e-11, 2.4753223860555985e-11, -36.153662810430696]","[1.864864424742476e-11, 1.0916702365423261e-11, -36.15366281042777]","[1.2825940399540395e-11, 6.933895076687159e-12, -36.15366281042701]","[1.474440410818877e-11, 7.107886927246173e-12, -36.15366281042671]","[8.227688326968045e-12, 5.464589596734124e-12, -36.15366281042616]","[2.5001688103798193e-11, 1.5235022257869998e-11, -36.15366281042601]","[4.514417037979691e-11, 2.7249904718972062e-11, -36.153662810426084]"
98,98,1.0238999253324998,0.7336063350877815,0.00791715500745011,0.000547258336929605,-26.621647229828547,"[0.024446316605474347, 0.0014057459680146755, -10.399519083254333]","[1.4421319861554643e-09, 4.183193786752814e-10, -30.62711096972298]","[2.8965597797633137e-10, 8.361223321666932e-11, -30.627110969723105]","[7.006284073109946e-11, 1.99525692807351e-11, -30.627110969723162]","[8.2201955414012e-11, 2.3726866131592056e-11, -30.627110969723322]","[2.564119746435299e-10, 7.471530414367244e-11, -30.62711096972335]","[2.0093434229235792e-10, 5.981627760035318e-11, -30.627110969723553]","[2.9337460295065877e-10, 8.77984130449132e-11, -30.62711096972374]","[3.469191440994224e-10, 1.0752840988537848e-10, -30.62711096972369]"
99,99,1.028361883134096,-0.6798490698847464,0.03487772199124004,0.0056882594780608845,-11.542876004158744,"[0.11324655819946816, 0.01846031406967189, 17.95811615117611]","[7.3705005429716e-12, 3.8879443920526117e-11, -18.827071598058883]","[4.366455656286534e-12, 1.1498743858108201e-11, -18.827071598067956]","[5.240528826254841e-12, 9.995913490535434e-12, -18.827071598068734]","[1.2597549207032172e-11, 2.365755694320323e-11, -18.827071598068677]","[1.3040972378435279e-11, 1.9431077352352722e-11, -18.82707159806863]","[1.4979083785005158e-11, 3.113821993718234e-11, -18.827071598068887]","[1.678403542771388e-11, 3.403721123275115e-11, -18.827071598069004]","[3.9640490838021277e-11, 6.977722367733057e-11, -18.827071598068834]"
100,100,1.0856302618462856,0.41646718973356267,0.007115564962857606,0.0023271220209901823,-5.818209935971556,"[0.02131305983686659, 0.007285603425243471, -4.746568151295061]","[2.5214973375465944e-11, 5.5128434506217185e-11, -6.082812845768137]","[1.9468588729698005e-11, 8.212041998121117e-11, -6.082812845768196]","[8.503542585055451e-11, 8.927093675585107e-11, -6.082812845768229]","[7.558392101325783e-11, 9.827100266577631e-11, -6.082812845768311]","[4.951248696070967e-11, 8.481537459430452e-11, -6.082812845768345]","[4.133086243695043e-11, 1.1128613147728857e-10, -6.082812845768297]","[4.971461055740209e-11, 1.934472977169266e-10, -6.082812845768204]","[1.1210354248095723e-10, 1.6986218850535573e-10, -6.0828128457681006]"
101,101,1.0191944145259952,0.9680129009100552,0.005277142161253098,0.0027011022366104855,-29.38703825776142,"[0.01649955204529869, 0.008445277633749611, -27.35953728579822]","[4.3734974843347505e-11, 2.5178264847756085e-10, -29.88765578169951]","[6.516194366486163e-12, 3.8560730718427134e-11, -29.887655781702403]","[1.551632473754364e-11, 2.9324623758238277e-11, -29.887655781702883]","[9.154034914701129e-12, 2.178341321923531e-11, -29.88765578170292]","[1.4324113328039106e-11, 4.7111002157329755e-11, -29.887655781702982]","[1.3139777676908124e-11, 5.379485984986906e-11, -29.887655781703195]","[2.0777529697197784e-11, 4.3553349707806426e-11, -29.887655781703323]","[2.8496077606298262e-11, 8.045515764274507e-11, -29.887655781703312]"
102,102,1.0083976447839393,-0.8643437874378133,0.12178481841087906,0.005651727967415031,-64.9325349641904,"[0.38865506057732624, 0.018252636026057263, -53.25766513067684]","[2.0162970724320485e-10, 2.5929532157409287e-11, -67.81521887344697]","[5.052058560626907e-11, 6.458234580277749e-12, -67.815218873674]","[1.2728474127081044e-11, 1.5941238210947855e-12, -67.81521887369968]","[4.2600295722882565e-12, 5.381356232818436e-13, -67.81521887370637]","[7.090686730138641e-12, 9.17351583626194e-13, -67.81521887370877]","[4.44665707679134e-12, 5.880512296081894e-13, -67.8152188737096]","[6.0781901296565976e-12, 7.618218039598382e-13, -67.81521887370963]","[1.2015443957565322e-11, 1.5724169125844794e-12, -67.81521887370928]"
103,103,1.0112047558829622,0.8106063853559742,0.001472945912130807,0.00015077586624512396,-46.56558899287231,"[0.004386745642842092, 0.0004714120185542874, -43.86117171686779]","[7.559784081185624e-11, 2.5862446637193397e-10, -47.23334634498491]","[1.8184528262070672e-11, 6.524351856367626e-11, -47.23334634497526]","[8.295018802196129e-12, 2.982138694885876e-11, -47.233346344973356]","[5.7865467647715114e-12, 2.055239950509401e-11, -47.23334634497244]","[2.26873324190974e-12, 6.276941197695378e-12, -47.23334634497188]","[2.331695460790376e-12, 6.800900238656928e-12, -47.23334634497165]","[3.3626264781412076e-12, 1.1230454478200082e-11, -47.233346344971025]","[7.225406371119214e-12, 2.6381531480150647e-11, -47.233346344969654]"
104,104,1.0021823497974496,-0.14300691849527042,0.0010960693308019426,6.549891508816497e-05,-214.60950711008138,"[0.0031484035630372055, 0.0003173742419472326, -205.10408888090956]","[6.64061588602736e-10, 7.382837377154135e-10, -216.9565239513738]","[1.6830271266020882e-10, 1.8775099026599524e-10, -216.95652395589394]","[6.729056689512302e-11, 7.526036183552095e-11, -216.9565239566965]","[3.264094835793023e-11, 3.625140927535664e-11, -216.95652395695623]","[2.2003962196755964e-11, 2.546794604102763e-11, -216.95652395706855]","[1.0431196757978253e-11, 1.0922120738631297e-11, -216.95652395712332]","[3.657196710367103e-12, 2.458763364551816e-12, -216.95652395715078]","[8.252135558321947e-12, 9.834502518413686e-12, -216.95652395716928]"
105,105,1.087864347467165,-0.9561602258870543,0.0044499281020479176,7.012118575309327e-05,-5.762988138017367,"[0.013328749717312844, 0.00026144398647857047, -4.707289042654983]","[8.372666055384127e-12, 1.2996781505056615e-11, -6.023654581316975]","[7.378046111822543e-12, 1.1931104525033166e-11, -6.02365458131687]","[1.9221654320652278e-11, 3.2582924943095435e-11, -6.023654581316764]","[2.7406742629771334e-11, 4.730067818603691e-11, -6.023654581316696]","[1.0187284860148817e-11, 1.7106980787150895e-11, -6.023654581316637]","[1.9770422558841456e-11, 3.388325080461124e-11, -6.023654581316672]","[1.461367902192943e-11, 2.3444129748506102e-11, -6.02365458131671]","[5.0379452615942225e-11, 8.597179057087171e-11, -6.023654581316649]"
106,106,1.0147507080373184,0.5330465931778589,0.024976051062466337,0.0020326698276904418,-36.30765318801237,"[0.06817405488314736, 0.0068298142050082725, -14.376982483842212]","[3.1859592243467202e-12, 1.3399509229262231e-10, -41.72263360873848]","[2.6014369931681887e-12, 2.0024966860522657e-11, -41.72263360878948]","[3.1700339393387565e-12, 9.63223945188534e-12, -41.72263360879446]","[1.143774834509145e-11, 2.160231726124887e-11, -41.72263360879626]","[5.429924770716985e-12, 9.934556807551771e-12, -41.72263360879724]","[6.745652433053575e-12, 1.057757693084975e-11, -41.72263360879748]","[3.9202839550465815e-12, 1.2995084919269596e-11, -41.72263360879736]","[4.497193514374615e-12, 1.1355364640562318e-11, -41.72263360879716]"
107,107,1.0211713347045792,-0.5563699989392464,0.00692197991889781,0.0017834488338773654,-24.90221290043628,"[0.02061511988540978, 0.005576140102764453, -23.005052562312347]","[2.7910148579902524e-10, 1.9464875254182057e-10, -25.37064755183063]","[8.237655630039103e-11, 5.973430141990223e-11, -25.370647551825236]","[3.166586949757957e-11, 2.3593940191778163e-11, -25.370647551825122]","[2.185289797706751e-11, 1.4919003866831494e-11, -25.370647551825492]","[9.599058263431183e-11, 6.40121223438967e-11, -25.370647551825407]","[1.9366513330263935e-10, 1.312513655049081e-10, -25.37064755182481]","[1.306252181026025e-10, 8.726450507698375e-11, -25.3706475518242]","[9.2096120616654e-11, 6.136206393943167e-11, -25.370647551824117]"
108,108,1.0124567606711654,0.1792233814580938,0.005311453736503445,0.00031337417558503273,-37.300516410338886,"[0.015818635959514597, 0.0009797918147232598, -34.977913818754374]","[7.595313296889898e-12, 1.5184915120080976e-10, -37.87399853169983]","[1.9319862454574884e-12, 2.4765322804037908e-11, -37.87399853171522]","[1.4870602893700515e-12, 5.770089828732072e-12, -37.87399853171771]","[5.131494332323726e-12, 1.0127877693388098e-11, -37.87399853171843]","[5.2875060209732485e-12, 2.1542832477228933e-11, -37.873998531718776]","[6.90896699573194e-12, 1.6381059016936937e-11, -37.87399853171901]","[5.953954960352699e-12, 1.78927763826557e-11, -37.87399853171896]","[2.1049147919922636e-11, 5.317179299364554e-11, -37.87399853171847]"
109,109,1.0054531201003374,0.9967802908297863,0.0012420866068942864,2.556838676362997e-05,-89.4856555868187,"[0.003917026785739423, 8.09702278150629e-05, -75.85758707423386]","[1.5462031628154137e-12, 3.480454914102945e-11, -92.85061077451803]","[2.834832370354722e-13, 5.226863149829743e-12, -92.8506107750334]","[1.0998598448155058e-13, 6.424172694750523e-13, -92.85061077510385]","[9.828406928305818e-14, 2.7033059098366394e-13, -92.85061077512513]","[1.3166159884194647e-13, 6.105955967741645e-13, -92.85061077513507]","[1.2124156768202319e-13, 7.842761917823763e-13, -92.85061077514098]","[1.2869129559889394e-13, 1.090249446629264e-12, -92.85061077514311]","[2.380306574466271e-13, 6.632569622944788e-13, -92.8506107751438]"
